smiles,internal_energy_298K
Cc1ccc([nH]1)N,-304.729942
Cc1ccc(o1)N,-324.604717
Cc1ccc([nH]1)O,-324.608802
Cc1cnc(o1)C,-324.622246
Cc1cnc(o1)N,-340.673242
Cc1cnc([nH]1)O,-340.678933
Cc1cnc(o1)O,-360.551281
Cc1ncc(o1)N,-340.667285
Cc1[nH]c(cn1)O,-340.669701
c1cc([nH]c1N)N,-320.773963
c1cc(oc1N)N,-340.649457
c1cc([nH]c1N)O,-340.652573
c1cc(oc1N)O,-360.527751
c1c(oc(n1)N)N,-356.71771
c1c([nH]c(n1)O)N,-356.722257
c1c(oc(n1)O)N,-376.596199
c1cc([nH]c1O)O,-360.53016
c1c([nH]c(n1)O)O,-376.599148
CC1=CNC(=N)O1,-340.660561
Cc1c[nH]c(=O)[nH]1,-340.696288
Cc1c[nH]c(=O)o1,-360.57016
CC1=COC(=N)N1,-340.658927
CC1=COC(=N)O1,-360.531853
Cc1coc(=O)[nH]1,-360.568217
Cc1coc(=O)o1,-380.440987
NC1=CNC(=N)O1,-356.704045
c1c([nH]c(=O)[nH]1)N,-356.739247
c1c(oc(=O)[nH]1)N,-376.614507
NC1=COC(=N)O1,-376.576571
c1c([nH]c(=O)o1)N,-376.611591
c1c(oc(=O)o1)N,-396.485743
OC1=CNC(=N)O1,-376.58136
c1c([nH]c(=O)[nH]1)O,-376.61597
c1c(oc(=O)[nH]1)O,-396.491977
OC1=COC(=N)N1,-376.578618
OC1=COC(=N)O1,-396.452748
c1c(oc(=O)o1)O,-416.36152
Cc1ccn(c1)C,-288.67366
Cn1ccc(c1)N,-304.71724
Cn1ccc(c1)O,-324.595443
Cc1cn(cn1)C,-304.736809
Cn1cc(nc1)N,-320.784536
Cn1cc(nc1)O,-340.665966
N=C1C=COC=N1,-339.454631
N=C1N=CNC=N1,-335.638467
N=C1N=COC=N1,-355.508965
c1c[nH]ccc1=O,-323.427849
c1c[nH]cnc1=O,-339.483703
c1coccc1=O,-343.291344
c1cocnc1=O,-359.349462
c1nc(=O)nco1,-375.405204
N=C1NC=NC=N1,-335.651353
N=C1OC=CC=C1,-323.402581
N=C1OC=CC=N1,-339.45062
N=C1OC=CN=C1,-339.444769
N=C1OC=NC=C1,-339.460617
N=C1OC=NC=N1,-355.511553
c1cc[nH]c(=O)c1,-323.443695
c1c[nH]c(=O)nc1,-339.49358
c1cncc(=O)[nH]1,-339.484713
c1cnc[nH]c1=O,-339.49897
c1[nH]c(=O)ncn1,-355.551792
c1ccoc(=O)c1,-343.306972
c1cnc(=O)oc1,-359.356051
c1coc(=O)cn1,-359.346295
c1cncoc1=O,-359.363934
c1ncoc(=O)n1,-375.415714
Cc1ccccc1,-271.452298
Cc1ccncc1,-287.501083
Cc1cccnc1,-287.500353
Cc1cnccn1,-303.547289
Cc1cncnc1,-303.550797
Cc1ccccn1,-287.502724
Cc1ncccn1,-303.554892
Cc1cnccn1,-303.547289
Cc1ccncn1,-303.554385
Cc1ncncn1,-319.609177
c1ccc(cc1)N,-287.503525
c1cc(cnc1)N,-303.55101
c1cnc(cn1)N,-319.605193
c1c(cncn1)N,-319.601195
c1ccnc(c1)N,-303.560858
c1cnc(nc1)N,-319.618911
c1cnc(cn1)N,-319.605198
c1cncnc1N,-319.616041
c1ncnc(n1)N,-335.677266
c1ccc(cc1)O,-307.382167
c1cnccc1O,-323.432484
c1cc(cnc1)O,-323.428186
c1cnc(cn1)O,-339.486232
c1c(cncn1)O,-339.477651
c1ccnc(c1)O,-323.443647
c1cnc(nc1)O,-339.496327
c1cnc(cn1)O,-339.486232
c1cncnc1O,-339.49673
c1ncnc(n1)O,-355.552144
Cc1cc[nH]c1C,-288.682557
Cc1ccoc1C,-308.553987
Cc1c(nc[nH]1)C,-304.745444
Cc1c(ocn1)C,-324.618145
Cc1c(cc[nH]1)N,-304.72601
Cc1c(cco1)N,-324.597486
Cc1c(nco1)N,-340.664765
Cc1cc[nH]c1N,-304.727928
Cc1ccoc1N,-324.599633
Cc1c(ocn1)N,-340.663334
Cc1c(cc[nH]1)O,-324.605191
Cc1c(cco1)O,-344.475038
Cc1c(nc[nH]1)O,-340.674722
Cc1c(nco1)O,-360.545112
Cc1cc[nH]c1O,-324.605898
Cc1c([nH]cn1)O,-340.667071
c1coc(c1N)N,-340.645558
c1nc(c(o1)N)N,-356.709739
c1c[nH]c(c1O)N,-340.64971
c1coc(c1O)N,-360.519011
c1[nH]c(c(n1)O)N,-356.718674
c1nc(c(o1)N)O,-376.587743
c1c[nH]c(c1N)O,-340.652523
c1[nH]c(c(n1)N)O,-356.716277
c1coc(c1N)O,-360.520161
c1c[nH]c(c1O)O,-360.526491
c1[nH]c(c(n1)O)O,-376.593189
Cc1c[nH]cc1C,-288.68158
Cc1c[nH]cc1N,-304.725068
Cc1c[nH]cc1O,-324.60306
Cc1cocc1C,-308.550869
Cc1cocc1N,-324.594822
c1c(c(c[nH]1)N)N,-320.769025
c1c(c(c[nH]1)O)N,-340.648528
c1c(c(co1)N)N,-340.639435
c1c(c(c[nH]1)O)O,-360.524066
Cc1cccn1C,-288.675088
Cn1cccc1N,-304.720443
Cn1cccc1O,-324.599064
Cc1nccn1C,-304.737403
Cn1ccnc1O,-340.669226
Cc1cncn1C,-304.735902
Cn1cncc1O,-340.65818
Cn1cc[nH]c1=O,-340.686888
CN1C=COC1=N,-340.648235
Cn1ccoc1=O,-360.558066
C#Cc1ccc[nH]1,-286.24246
C#Cc1ccco1,-306.107793
C#Cc1cnc[nH]1,-302.300429
C#Cc1cnco1,-322.167108
C#Cc1[nH]ccn1,-302.298152
C#Cc1ncco1,-322.16418
c1cc([nH]c1)C#N,-302.348406
c1cc(oc1)C#N,-322.210914
c1c([nH]cn1)C#N,-318.404445
c1c(ocn1)C#N,-338.268017
c1cnc([nH]1)C#N,-318.401195
c1coc(n1)C#N,-338.263825
C#Cc1cc[nH]c1,-286.240878
C#Cc1c[nH]cn1,-302.298031
C#Cc1ccoc1,-306.106413
C#Cc1cocn1,-322.165034
c1c[nH]cc1C#N,-302.349469
c1c(nc[nH]1)C#N,-318.404343
c1cocc1C#N,-322.212244
c1c(nco1)C#N,-338.268409
c1cc([nH]c1)C=O,-323.422913
c1cc(oc1)C=O,-343.287243
c1c([nH]cn1)C=O,-339.478286
c1c(ocn1)C=O,-359.344702
c1cnc([nH]1)C=O,-339.47419
c1coc(n1)C=O,-359.340374
c1c[nH]cc1C=O,-323.421948
c1c(nc[nH]1)C=O,-339.476121
c1cocc1C=O,-343.284619
c1c(nco1)C=O,-359.341418
c1ccn(c1)C=O,-323.426165
c1cn(cn1)C=O,-339.4806
CN=c1[nH]cco1,-340.641626
CN=c1occo1,-360.512366
CCc1ccc[nH]1,-288.678228
CCc1ccco1,-308.54904
CCc1cnco1,-324.609931
CCc1[nH]ccn1,-304.740221
CCc1ncco1,-324.61163
CNc1ccc[nH]1,-304.71512
CNc1ccco1,-324.587887
CNc1cnco1,-340.648167
CNc1ncco1,-340.657502
COc1ccc[nH]1,-324.587081
COc1ccco1,-344.462063
COc1cnc[nH]1,-340.650893
COc1cnco1,-360.520858
COc1[nH]ccn1,-340.660679
COc1ncco1,-360.530866
c1coc(n1)CN,-340.653104
c1cc([nH]c1)CO,-324.598887
c1cc(oc1)CO,-344.467394
c1c([nH]cn1)CO,-340.653531
c1c(ocn1)CO,-360.527283
c1cnc([nH]1)CO,-340.660909
c1coc(n1)CO,-360.530993
CCc1cc[nH]c1,-288.676268
CCc1c[nH]cn1,-304.738997
CCc1ccoc1,-308.54462
CCc1cocn1,-324.608044
CNc1cc[nH]c1,-304.713909
CNc1c[nH]cn1,-320.780414
CNc1ccoc1,-324.583091
CNc1cocn1,-340.650307
COc1cc[nH]c1,-324.588995
COc1c[nH]cn1,-340.655427
COc1ccoc1,-344.457126
COc1cocn1,-360.523085
c1c[nH]cc1CO,-324.597624
c1c(nc[nH]1)CO,-340.657874
c1cocc1CO,-344.464719
c1c(nco1)CO,-360.526716
CCn1cccc1,-288.671959
CCn1ccnc1,-304.731835
c1cc2n(c1)CC2,-287.435599
c1c2n(cn1)CC2,-303.49251
c1cn2c(n1)CC2,-303.493938
CC#CC(C)(C)C,-273.766335
CC#CC(C)(C)O,-309.689948
CC(C)(C)CC#C,-273.756977
CC(C)(C)CC#N,-289.866599
CC(C)(CC#C)O,-309.683893
CC(C)(CC#N)O,-325.793214
CC(C)(C)CC=O,-310.931873
CC(C)(C)NC=O,-327.008592
CC(C)(C)OC=O,-346.882225
CC(C)(CC=O)O,-346.862389
CC(C)(C)CCO,-312.11614
CC(C)(CCO)O,-348.046794
CCCC(C)(C)C,-276.196156
CCCC(C)(C)O,-312.126599
CCOC(C)(C)C,-312.119517
CC(C)(C)COC,-312.11323
CC(C)(COC)O,-348.041129
CC(=O)C(C)(C)C,-310.943784
CC(=O)C(C)(C)O,-346.874108
CC(C)(C)C(=O)N,-327.015844
CC(C)([NH3+])C([O-])=O,-362.949399
CC(C)(C(=O)N)O,-362.936966
CC(C)C(C)(C)C,-276.192913
CC(C)C(C)(C)O,-312.124516
CC(O)C(C)(C)C,-312.122522
CC(O)C(C)(C)O,-348.052811
CC(=N)NC(=O)C,-341.878277
CC(=N)NC(=O)N,-357.941268
CC(=N)OC(C)=O,-361.750809
CC(=N)OC(N)=O,-377.821606
CC(=O)CC(=O)C,-345.691786
CC(=O)CC(=O)N,-361.767214
CC(=O)NC(=O)C,-361.770918
CC(=O)NC(=N)N,-357.9435
CC(=O)NC(=O)N,-377.834389
NC(=[NH2+])CC([O-])=O,-377.821977
C(C(=O)N)C(=O)N,-377.840535
C(=O)(N)NC(=O)N,-393.898035
CC(C)CC(=O)C,-310.946184
CC(C)CC(=O)N,-327.017676
CC(C)NC(=O)C,-327.017308
CC(C)NC(=O)N,-343.079469
CC(C)OC(=O)C,-346.899733
CC(C)OC(=O)N,-362.964484
CC([NH3+])CC([O-])=O,-362.94969
CC(O)CC(C)=O,-346.870545
CC(O)CC(N)=O,-362.94998
C[NH+](C)CC([O-])=O,-362.929719
CC(C)CC(C)C,-276.196248
CC(C)CC(C)O,-312.123425
CC(C)OC(C)C,-312.121927
CC(O)CC(C)O,-348.050872
CC1(C)CC(=N)O1,-325.786706
CC1(CC(=O)C1)C,-309.730638
CC1(CC(=O)N1)C,-325.805432
CC1(CC(=O)O1)C,-345.691694
CC1(CC(=O)C1)O,-345.657621
CC1(CC(C1)O)C,-310.907707
CC1(O)CC(O)C1,-346.835676
CC1CC(C1)(C)C,-274.982821
CC1CC(C)(C)O1,-310.9153
CC1CC(C)(O)C1,-310.911834
CC1(CN(C1)C)O,-326.942603
CC1(CC1(C)C)C,-274.978314
CC1(C)CC1(C)O,-310.906297
CC1(C(O1)(C)C)C,-310.913076
CC1(O)CC1(C)O,-346.834332
CC12CC(C)(C1)C2,-273.744793
CC12CC(C)(C1)O2,-309.663553
CC12CC(O)(C1)C2,-309.671798
OC12CC(O)(C1)C2,-345.595662
CC(C)(C#C)C#C,-271.307761
CC(C)(C#C)C#N,-287.415424
CC(C)(C#N)C#N,-303.519632
CC(N)(C#C)C#N,-303.457504
CC(C#N)(C#N)N,-319.560507
CC(C#C)(C#C)O,-307.230949
CC(O)(C#C)C#N,-323.336715
CC(C#N)(C#N)O,-339.438488
CC(C)(C=O)C#C,-308.490761
CC(C)(C=O)C#N,-324.597169
CC(O)(C=O)C#C,-344.413132
CC(O)(C=O)C#N,-360.51665
CC(C)(C=O)C=O,-345.668356
CC(C=O)(C=O)O,-381.600052
CC(C)(CO)C#C,-309.676922
CC(C)(CO)C#N,-325.786111
CC(N)(CN)C#N,-321.950266
CC(N)(CO)C#N,-341.835087
CC(O)(CN)C#N,-341.833463
CC(O)(CO)C#C,-345.606416
CC(O)(CO)C#N,-361.710311
CCC(C)(C)C#C,-273.753003
CCC(C)(C)C#N,-289.862881
CCC(C)(N)C#N,-305.905222
CCC(C)(O)C#C,-309.680724
CCC(C)(O)C#N,-325.788454
CC(C)(C#N)NC,-305.896212
CC(C)(C#C)OC,-309.665
CC(C)(C#N)OC,-325.772892
CC(C)(CO)C=O,-346.855773
CC(O)(CO)C=O,-382.78478
CCC(C)(C)C=O,-310.932819
CCC(C)(O)C=O,-346.860113
CC(C)(C=O)OC,-346.848665
CC(C)(CO)CO,-348.039503
CC(CO)(CO)O,-383.975187
CCC(C)(C)CC,-276.192746
CCC(C)(C)CO,-312.116983
CCC(C)(C)OC,-312.113075
CCC(C)(CC)O,-312.125143
CCC(C)(O)CO,-348.050232
CC(C)(CO)OC,-348.035382
CC#CCC(=O)C,-308.509288
CC#CCC(=O)N,-324.579399
CC#CCC(C)C,-273.766097
CC#CCC(C)O,-309.691492
CC(=O)C#CC#C,-306.072425
CC(=O)C#CC#N,-322.168583
C#CC#CC(=O)N,-322.142692
C(#CC(=O)N)C#N,-338.239603
CC(=O)C#CC=O,-343.236061
C(=O)C#CC(=O)N,-359.306583
CC(=N)OCC#C,-324.540769
CC(=N)OCC#N,-340.640573
CC(=O)CCC#C,-308.502787
CC(=O)CCC#N,-324.611667
CC(=O)NCC#C,-324.567467
CC(=O)NCC#N,-340.674173
CC(=O)OCC#C,-344.444932
CC(=O)OCC#N,-360.549757
C#CCCC(=O)N,-324.573988
C(CC(=O)N)C#N,-340.683171
C#CCNC(=O)N,-340.629366
C(C#N)NC(=O)N,-356.736361
C#CCOC(=O)N,-360.509433
C(C#N)OC(=O)N,-376.615107
CC(=N)OCC=O,-361.72038
CC(=O)CCC=O,-345.680001
CC(=O)CNC=O,-361.754629
CC(=O)COC=N,-361.715618
CC(=O)COC=O,-381.619308
CC(=O)NCC=O,-361.74742
CC(=O)OCC=O,-381.624442
C(CC(=O)N)C=O,-361.751525
C(C(=O)N)NC=O,-377.826233
NC(=O)COC=N,-377.786515
C(C(=O)N)OC=O,-397.690381
C(C=O)NC(=O)N,-377.809642
C(C=O)OC(=O)N,-397.689752
[O-]C(=O)CNC=[NH2+],-377.806412
CC(C)C#CC#C,-271.331571
CC(C)C#CC#N,-287.433077
CC(O)C#CC#C,-307.252965
CC(O)C#CC#N,-323.352878
CC(C)C#CC=O,-308.497379
CC(O)C#CC=O,-344.41858
CC(C)CCC#C,-273.753957
CC(C)CCC#N,-289.863454
CC(C)NCC#N,-305.898377
CC(C)OCC#C,-309.669192
CC(C)OCC#N,-325.775982
CC(O)CCC#C,-309.681525
CC(O)CCC#N,-325.791167
CN(C)CCC#N,-305.892269
CC(C)CCC=O,-310.931655
CC(C)CNC=O,-327.00557
CC(C)COC=O,-346.877908
CC(C)OCC=O,-346.850546
CC(O)CCC=O,-346.859151
CC(O)CNC=O,-362.933789
CC(O)COC=N,-362.898251
CC(O)COC=O,-382.802647
CC(=O)NC=NC,-341.870435
CN=CNC(=O)N,-357.933674
CC(=O)OC=NC,-361.742143
CN=COC(=O)N,-377.80863
NC=[NH+]CC([O-])=O,-377.806295
CC(C)OC=NC,-326.974203
CC(=O)C#CCO,-344.422854
CCC#CC(=O)C,-308.509654
CCC#CC(=O)N,-324.579753
C(C#CC(=O)N)O,-360.492639
[NH3+]CC#CC([O-])=O,-360.493727
CC(C)C#CCO,-309.679458
CC(O)C#CCO,-345.605137
CCC#CC(C)C,-273.764645
CCC#CC(C)O,-309.687536
CC(C)N=COC,-326.969665
CC(=N)OCCO,-362.909041
CC(=O)CCCO,-346.864937
CC(=O)NCCO,-362.937134
CC(=O)OCCO,-382.816163
CCCCC(=O)C,-310.945247
CCCCC(=O)N,-327.01624
CCCNC(=O)C,-327.014207
CCCNC(=O)N,-343.075705
CCCOC(=O)C,-346.894413
CCCOC(=O)N,-362.95874
CC[NH2+]CC([O-])=O,-362.938068
CCOCC(=O)C,-346.856961
CCOCC(=O)N,-362.926652
C[NH2+]CCC([O-])=O,-362.939101
CC(=O)CCOC,-346.858197
COCCC(=O)N,-362.92947
C(CC(=O)N)CO,-362.935797
C(CO)NC(=O)N,-378.998708
C(COC(=O)N)O,-398.880552
[NH3+]CCCC([O-])=O,-362.944708
CC(C)CCCO,-312.116803
CC(C)OCCO,-348.042453
CC(O)CCCO,-348.043488
CCCCC(C)C,-276.196497
CCCCC(C)O,-312.123614
CCCOC(C)C,-312.118424
CCOCC(C)C,-312.117027
CCOCC(C)O,-348.044051
CC(C)CCOC,-312.109494
COCCC(C)O,-348.036728
CC1(CCC1=O)C,-309.730687
CC1(CNC1=O)C,-325.80157
CC1(C)COC1=N,-325.777909
CC1(COC1=O)C,-345.682556
CC1(C(=O)CN1)C,-325.770634
CC1(C(=O)CO1)C,-345.653514
CC1(N)COC1=O,-361.724741
CC1(O)CCC1=O,-345.655772
CC1(O)CNC1=O,-361.725984
CC1(O)COC1=N,-361.702484
CC1(O)COC1=O,-381.605481
CC1(C)CCC1O,-310.907317
CC1(C)OCC1O,-346.832595
CC1(O)CCC1O,-346.836105
CC1CCC1(C)C,-274.981221
CC1CCC1(C)O,-310.910861
CC1COC1(C)C,-310.908323
CC1OCC1(C)C,-310.905055
CC1OCC1(C)O,-346.832677
CC1(C)CC1C#C,-272.540333
CC1(C)CC1C#N,-288.649459
CC1(C)NC1C#C,-288.581169
CC1(C)NC1C#N,-304.688535
CC1(C)OC1C#C,-308.465612
CC1(C)OC1C#N,-324.570922
CC1(O)CC1C#C,-308.464498
CC1(O)CC1C#N,-324.572915
CC1(C)CC1C=O,-309.719292
CC1(CN1C=O)C,-325.773859
CC1(C)NC1C=O,-325.761205
CC1(C)OC1C=O,-345.642644
CC1(O)CC1C=O,-345.642702
CC1(C)CC1CO,-310.897972
CC1(C)NC1CO,-326.946552
CC1(C)OC1CO,-346.830952
CC1(O)CC1CO,-346.822854
CCC1CC1(C)C,-274.978488
CCC1CC1(C)O,-310.903647
CCC1OC1(C)C,-310.910141
CCN1CC1(C)C,-291.015563
COC1CC1(C)C,-310.893126
COC1CC1(C)O,-346.817332
CC1(CC=CC1)C,-273.799098
CC1(CN=CO1)C,-325.798027
CC1(O)CC=CC1,-309.726958
CC1(CCC=C1)C,-273.798985
CC1(COC=N1)C,-325.793924
CC1(C=CCO1)C,-309.724077
CC1(O)CCC=C1,-309.72668
CC1(CCCC1)C,-275.004678
CC1(CCCO1)C,-310.932627
CC1(CCOC1)C,-310.925095
CC1(COCO1)C,-346.856044
CC1(OCCO1)C,-346.861257
CC1(CCCC1)O,-310.935106
CC1(O)CCOC1,-346.851913
CC1(C)C(O)C1O,-346.825409
CC1(O)C(O)C1O,-382.749529
CC1C(C)C1(C)C,-274.977725
CC1C(C)C1(C)O,-310.903513
CC1C(O)C1(C)C,-310.902599
CC1C(O)C1(C)O,-346.827969
CC1N(C)C1(C)C,-291.012519
C#CCC(=O)C#C,-306.04892
C#CCC(=O)C#N,-322.148109
C#CC(=O)CC#N,-322.154824
C(C#N)C(=O)C#N,-338.25117
C#CCC(=O)C=O,-343.225157
C(C#N)C(=O)C=O,-359.321571
C#CC(=N)NC=O,-339.412572
N=C(OC=O)C#C,-359.290682
N=C(OC=O)C#N,-375.38817
C(=N)NC(=N)C#N,-335.625156
C#CC(=O)NC=N,-339.410839
N=COC(=O)C#C,-359.290584
N=COC(=O)C#N,-375.386992
C#CC(=O)NC=O,-359.310041
C(=O)C(=N)NC=O,-376.588335
N=C(OC=O)C=O,-396.468528
C(=O)C(=N)NC=N,-356.701138
C(=O)C(=O)NC=N,-376.581318
N=COC(=O)C=O,-396.463344
C(=O)C(=O)NC=O,-396.479459
CC#CC(=O)C#C,-306.059513
CC#CC(=O)C#N,-322.15959
CC#CC(=O)C=O,-343.231079
CC#CC(C)C#C,-271.317342
CC#CC(C)C#N,-287.425591
CC#CC(N)C#N,-303.464624
CC#CC(O)C#C,-307.23695
CC#CC(O)C#N,-323.343089
CC#CC(C)C=O,-308.499391
CC#CC(O)C=O,-344.423381
CC(CC#C)C#C,-271.311759
CC(CC#C)C#N,-287.419937
CC(CC#N)C#C,-287.419963
CC(CC#N)C#N,-303.526088
NC(CC#C)C#N,-303.460314
NC(CC#N)C#C,-303.461435
NC(CC#N)C#N,-319.566389
OC(CC#C)C#C,-307.231905
OC(CC#C)C#N,-323.337545
OC(CC#N)C#C,-323.339673
OC(CC#N)C#N,-339.442938
CC(CC#C)C=O,-308.488744
CC(CC#N)C=O,-324.600119
CN(CC#C)C=O,-324.553079
CN(CC#N)C=O,-340.658365
OC(CC#C)C=O,-344.418527
OC(CC#N)C=O,-360.522703
CC(CC=O)C#C,-308.488145
CC(CC=O)C#N,-324.595663
CC(NC=O)C#C,-324.561042
CC(NC=O)C#N,-340.667314
CC(OC=N)C#C,-324.528812
CC(OC=N)C#N,-340.633541
CC(OC=O)C#C,-344.431893
CC(OC=O)C#N,-360.535412
OC(CC=O)C#C,-344.4096
OC(CC=O)C#N,-360.515346
CC(CC=O)C=O,-345.665811
CC(NC=O)C=O,-361.741505
CC(OC=N)C=O,-361.708768
CC(OC=O)C=O,-381.611962
CN(CC=O)C=O,-361.732075
OC(CC=O)C=O,-381.594748
CC(=NC)NC=O,-341.861452
CC(=NC)OC=O,-361.734326
CN=C(N)NC=O,-357.926897
CN=CN(C)C=O,-341.857379
CC#CC(=O)CO,-344.424896
CCC(=O)C#CC,-308.511019
CC#CC(=O)NC,-324.576046
CC#CC(=O)OC,-344.450882
CCC(=O)CC#C,-308.498741
CCC(=O)CC#N,-324.60597
CNC(=O)CC#C,-324.570004
CNC(=O)CC#N,-340.676921
COC(=O)CC#C,-344.442124
COC(=O)CC#N,-360.548709
C#CCC(=O)CO,-344.411819
C(C#N)C(=O)CO,-360.518564
CCC(=N)NC=O,-341.867667
CCC(=O)CC=O,-345.679064
CCC(=O)NC=N,-341.874536
CCC(=O)NC=O,-361.761227
CCC(=O)OC=N,-361.746252
CNC(=O)CC=O,-361.746142
CNC(=O)NC=N,-357.937131
CNC(=O)NC=O,-377.818602
CNC(=O)OC=N,-377.807799
COC(=N)NC=O,-377.79033
COC(=O)CC=O,-381.622324
COC(=O)NC=N,-377.799863
COC(=O)NC=O,-397.700373
C(C(=O)NC=O)N,-377.803457
NCC(=O)OC=N,-377.78772
C(C(=N)NC=O)O,-377.792122
C(C=O)C(=O)CO,-381.59277
C(C(=O)NC=N)O,-377.772672
C(C(=O)NC=O)O,-397.673011
OCC(=O)OC=N,-397.659391
CC#CC(C)CO,-309.6864
CC#CC(O)CO,-345.613117
CCC(C)C#CC,-273.763974
CCC(O)C#CC,-309.688604
COC(C)C#CC,-309.675226
CC(CO)CC#C,-309.675583
CC(CO)CC#N,-325.784794
CCC(C)CC#C,-273.754165
CCC(C)CC#N,-289.863729
CCC(O)CC#C,-309.679442
CCC(O)CC#N,-325.788371
CCN(C)CC#N,-305.88997
COC(C)CC#C,-309.669535
COC(C)CC#N,-325.779097
OCC(O)CC#C,-345.606301
OCC(O)CC#N,-361.709042
CC(CO)CC=O,-346.853274
CC(CO)NC=O,-362.930544
CC(CO)OC=N,-362.900811
CC(CO)OC=O,-382.804246
CCC(C)CC=O,-310.931223
CCC(C)NC=O,-327.007455
CCC(C)OC=O,-346.882317
CCC(O)CC=O,-346.857832
COC(C)CC=O,-346.848202
OCC(O)CC=O,-382.781886
CCN=C(C#N)N,-320.762347
CCN=C(C=O)N,-341.845634
CCCC(=O)C#C,-308.497008
CCCC(=O)C#N,-324.597918
CCNC(=N)C#N,-320.768059
CCNC(=O)C#C,-324.5657
CCOC(=N)C#C,-324.54171
CCOC(=N)C#N,-340.64343
CCOC(=O)C#C,-344.442081
CCOC(=O)C#N,-360.541876
CNCC(=O)C#N,-340.631592
COCC(=O)C#C,-344.403057
COCC(=O)C#N,-360.502986
C#CC(=O)CCO,-344.416715
C(CO)C(=O)C#N,-360.516949
CCCC(=O)C=O,-345.672963
CCNC(=N)C=O,-341.841583
CCNC(=O)C=O,-361.747226
CCOC(=N)C=O,-361.720898
CCOC(=O)C=O,-381.616995
COCC(=O)C=O,-381.578791
C(CO)C(=O)C=O,-381.585475
CCC(=O)CCO,-346.8662
CCC(=O)COC,-346.852067
CCCC(=O)CC,-310.945889
CCCC(=O)CO,-346.859501
CCCC(=O)NC,-327.01174
CCCC(=O)OC,-346.890086
CCC(=O)NCC,-327.014529
CCNC(=O)CO,-362.92675
CCNC(=O)NC,-343.069385
CCNC(=O)OC,-362.951948
CCOC(=N)CC,-326.98982
CCOC(=N)CO,-362.909853
CCOC(=N)OC,-362.914882
CCC(=O)OCC,-346.895328
CCOC(=O)CN,-362.937343
CCOC(=O)CO,-382.808605
CCOC(=O)NC,-362.954042
CNC(=O)CCO,-362.932206
CNC(=O)COC,-362.916581
CNCC(=O)OC,-362.924518
COC(=N)CCO,-362.903488
COC(=O)CCO,-382.810101
COCC(=N)OC,-362.889055
COCC(=O)CO,-382.764788
COCC(=O)OC,-382.795769
C(CO)C(=O)CO,-382.779744
CC(CCO)C#C,-309.672878
CC(CCO)C#N,-325.781991
CCCC(C)C#C,-273.753418
CCCC(C)C#N,-289.863021
CCCC(N)C#N,-305.906665
CCCC(O)C#C,-309.677142
CCCC(O)C#N,-325.784155
CCNC(C)C#N,-305.898386
CCOC(C)C#C,-309.669245
CCOC(C)C#N,-325.776569
CNCC(O)C#N,-341.82112
COCC(C)C#C,-309.668398
COCC(C)C#N,-325.777074
COCC(N)C#N,-341.817654
COCC(O)C#C,-345.587465
COCC(O)C#N,-361.693965
NC(CCO)C#N,-341.826098
OCCC(O)C#C,-345.596848
OCCC(O)C#N,-361.703327
CC(CCO)C=O,-346.850881
CCCC(C)C=O,-310.931255
CCCC(O)C=O,-346.862228
CCCN(C)C=O,-327.000262
CCOC(C)C=O,-346.851712
CN(CCO)C=O,-362.922001
COCC(C)C=O,-346.84725
COCC(O)C=O,-382.774032
OCCC(O)C=O,-382.782236
CC(CO)CCO,-348.037437
CCC(C)CCO,-312.11489
CCC(C)COC,-312.110095
CCC(O)CCO,-348.044152
CCC(O)COC,-348.03605
CCCC(C)CC,-276.194768
CCCC(C)CO,-312.117231
CCCC(C)OC,-312.113577
CCCC(O)CC,-312.123814
CCCC(O)CO,-348.047732
CCOC(C)CC,-312.118892
CCOC(C)CO,-348.04206
COC(C)CCO,-348.034159
COCC(C)CO,-348.031116
COCC(C)OC,-348.025608
COCC(O)CO,-383.962399
OCCC(O)CO,-383.967904
CC(=O)C(=O)C#C,-343.23493
CC(=O)C(=O)C#N,-359.332572
C#CC(=O)C(=N)N,-339.409078
C(#N)C(=O)C(=N)N,-355.508578
C#CC(=O)C(=O)N,-359.310674
CC(=O)C(=O)C=O,-380.404359
C(=O)C(=O)C(=N)N,-376.580145
C(=O)C(=O)C(=O)N,-396.479503
CC(=O)C(O)C#C,-344.425204
CC(=O)C(O)C#N,-360.530553
CC(C#C)C(C)=O,-308.500986
CC(C#C)C(N)=O,-324.575038
CC(C#N)C(C)=O,-324.608557
CC(C#N)C(N)=O,-340.682538
NC(=N)C(O)C#N,-356.691376
NC(=O)C(O)C#C,-360.498134
NC(=O)C(O)C#N,-376.603529
NC(C#C)C(N)=O,-340.616608
[NH3+]C(C#C)C([O-])=O,-360.496335
NC(C#N)C(N)=O,-356.722687
CC(C)C(=O)C#C,-308.497255
CC(C)C(=O)C#N,-324.598498
CC(O)C(=O)C#C,-344.425428
CC(O)C(=O)C#N,-360.523616
CN(C)C(=N)C#N,-320.759035
CN(C)C(=O)C#C,-324.557264
CN(C)C(=O)C#N,-340.660282
CC(C)C(=O)C=O,-345.672767
CC(O)C(=O)C=O,-381.598596
CN(C)C(=N)C=O,-341.827772
CN(C)C(=O)C=O,-361.732024
CC(C#N)N(C)C,-305.889567
CC(C)C(C)C#C,-273.754018
CC(C)C(C)C#N,-289.863888
CC(C)C(N)C#N,-305.907073
CC(C)C(O)C#C,-309.678138
CC(C)C(O)C#N,-325.785563
