smiles,f1-CAM
[H]N=C1OC([H])([H])C([H])=C1[H],0.0017
[H]C1=C([H])C([H])([H])C([H])([H])C1=O,0.0002
[H]C1=C([H])C([H])([H])N([H])C1=O,0
[H]N=C1OC([H])([H])C([H])([H])C1([H])[H],0.0069
[H]N=C1OC([H])([H])OC1([H])[H],0.0078
[H]N=C1OC([H])([H])C([H])([H])O1,0.0228
[H]C1([H])C(=O)C([H])([H])C([H])([H])C1([H])[H],0.0001
[H]N1C(=O)C([H])([H])C([H])([H])C1([H])[H],0.0005
[H]C1([H])OC(=O)C([H])([H])C1([H])[H],0.0006
[H]C1([H])OC([H])([H])C([H])([H])C1=O,0.0001
[H]C1([H])OC(=O)C([H])([H])O1,0.0007
[H]N1C(=O)N([H])C([H])([H])C1([H])[H],0.0016
[H]N1C(=O)OC([H])([H])C1([H])[H],0.0011
[H]C1([H])OC(=O)OC1([H])[H],0.0001
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],0.0094
[H]C1=C(C([H])([H])[H])C([H])([H])OC1([H])[H],0.1909
[H]C([H])([H])C1=NC([H])([H])C([H])([H])O1,0.0053
[H]C1=C([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.2255
[H]C1=NC([H])([H])C([H])(C([H])([H])[H])O1,0.006
[H]OC1([H])C([H])([H])C([H])=C([H])C1([H])[H],0.2329
[H]C1=C([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.273
[H]C1=NC([H])(C([H])([H])[H])C([H])([H])O1,0.0054
[H]C1=C([H])C([H])(C([H])([H])[H])OC1([H])[H],0.1258
[H]OC1([H])C([H])=C([H])C([H])([H])C1([H])[H],0.0576
[H]C([H])([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.0046
[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])C1([H])[H],0.0187
[H]C([H])([H])C1([H])C([H])([H])OC([H])([H])C1([H])[H],0.0166
[H]C1([H])OC([H])([H])C([H])(C([H])([H])[H])O1,0.0332
[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])O1,0.0292
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.0033
[H]OC1([H])C([H])([H])OC([H])([H])C1([H])[H],0.0154
[H]C([H])([H])C1([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.0022
[H]OC1([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.0005
[H]C([H])([H])N1C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],0.0111
[H]OC1([H])C([H])(O[H])C1([H])C([H])([H])[H],0.0021
[H]C([H])([H])C12C([H])([H])C([H])([H])C1([H])C2([H])[H],0.0169
[H]C([H])([H])C12OC([H])([H])C1([H])C2([H])[H],0.0082
[H]C([H])([H])C12C([H])([H])OC1([H])C2([H])[H],0.0011
[H]C([H])([H])C12OC1([H])C([H])([H])C2([H])[H],0.0072
[H]OC12C([H])([H])C([H])([H])C1([H])C2([H])[H],0.0032
[H]OC12C([H])([H])OC1([H])C2([H])[H],0.002
[H]C#CC#CC#C[H],0
[H]C#CC#CC#N,0
N#CC#CC#N,0
[H]C#CC([H])([H])C([H])([H])C#C[H],0
[H]C#CC([H])([H])C([H])([H])C#N,0.0001
[H]C([H])(C#N)C([H])([H])C#N,0
[H]C#CC#CC([H])=O,0.0001
[H]C(=O)C#CC#N,0.0001
[H]C(=O)C#CC([H])=O,0.0003
[H]C#CC([H])([H])OC([H])=N[H],0.0011
[H]N=C([H])OC([H])([H])C#N,0.0012
[H]C#CC([H])([H])C([H])([H])C([H])=O,0.0002
[H]C(=O)C([H])([H])C([H])([H])C#N,0.0001
[H]C#CC([H])([H])N([H])C([H])=O,0.0011
[H]C(=O)N([H])C([H])([H])C#N,0.0008
[H]C#CC([H])([H])OC([H])=O,0.0014
[H]C(=O)OC([H])([H])C#N,0.0014
[H]N=C([H])OC([H])([H])C([H])=O,0.0003
[H]C(=O)C([H])([H])C([H])([H])C([H])=O,0.0005
[H]C(=O)N([H])C([H])([H])C([H])=O,0.0006
[H]C(=O)OC([H])([H])C([H])=O,0.0001
[H]C([H])([H])C#CC#CC([H])([H])[H],0
[H]C#CC([H])([H])C#CC([H])([H])[H],0.0006
[H]C([H])([H])C#CC([H])([H])C#N,0
[H]C(=O)C([H])([H])C#CC([H])([H])[H],0.0006
[H]C(=O)N([H])C([H])=NC([H])([H])[H],0.0002
[H]C(=O)OC([H])=NC([H])([H])[H],0.0004
[H]C#CC#CC([H])([H])C([H])([H])[H],0
[H]C([H])([H])C([H])([H])C#CC#N,0
[H]C#CC#CC([H])([H])O[H],0
[H]OC([H])([H])C#CC#N,0
[H]C(=O)C#CC([H])([H])C([H])([H])[H],0.0003
[H]OC([H])([H])C#CC([H])=O,0.0003
[H]C([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])[H],0.0001
[H]OC([H])([H])C#CC([H])([H])C([H])([H])[H],0.0003
[H]OC([H])([H])C#CC([H])([H])O[H],0.0003
[H]C(=NC([H])([H])C([H])([H])[H])OC([H])([H])[H],0.001
[H]OC([H])([H])C([H])([H])C#CC([H])([H])[H],0
[H]C([H])([H])C#CC([H])([H])C([H])([H])C([H])([H])[H],0
[H]C([H])([H])C#CC([H])([H])OC([H])([H])[H],0
[H]C(=NC([H])([H])[H])OC([H])([H])C([H])([H])[H],0.0004
[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C#N,0
[H]N(C([H])([H])C#N)C([H])([H])C([H])([H])[H],0.0019
[H]C#CC([H])([H])OC([H])([H])C([H])([H])[H],0.0004
[H]C([H])(C#N)OC([H])([H])C([H])([H])[H],0.0059
[H]C#CC([H])([H])C([H])([H])OC([H])([H])[H],0
[H]C([H])([H])OC([H])([H])C([H])([H])C#N,0.0026
[H]C#CC([H])([H])C([H])([H])C([H])([H])O[H],0
[H]OC([H])([H])C([H])([H])C([H])([H])C#N,0
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0.0001
[H]C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])[H],0.0011
[H]C(=O)OC([H])([H])C([H])([H])C([H])([H])[H],0.0012
[H]C(=O)C([H])([H])OC([H])([H])C([H])([H])[H],0.0001
[H]C(=O)C([H])([H])C([H])([H])OC([H])([H])[H],0.0001
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])=O,0.0001
[H]OC([H])([H])C([H])([H])N([H])C([H])=O,0.0011
[H]N=C([H])OC([H])([H])C([H])([H])O[H],0.0015
[H]OC([H])([H])C([H])([H])OC([H])=O,0.0015
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0.0001
[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0.0444
[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H],0.0396
[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H],0.0265
[H]OC([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],0.0002
[H]C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])[H],0.0757
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])O[H],0
[H]C#CC1([H])C([H])([H])C([H])([H])C1([H])[H],0
[H]C#CC1([H])OC([H])([H])C1([H])[H],0.0024
[H]C#CC1([H])C([H])([H])OC1([H])[H],0
[H]C1([H])C([H])([H])C([H])(C#N)C1([H])[H],0
[H]N1C([H])([H])C([H])([H])C1([H])C#N,0.0177
[H]C1([H])OC([H])(C#N)C1([H])[H],0.0044
[H]C1([H])OC([H])([H])C1([H])C#N,0.0002
[H]C(=O)C1([H])C([H])([H])C([H])([H])C1([H])[H],0.0001
[H]C(=O)C1([H])OC([H])([H])C1([H])[H],0
[H]C(=O)C1([H])C([H])([H])OC1([H])[H],0
[H]C(=O)N1C([H])([H])C([H])([H])C1([H])[H],0.0018
[H]C([H])([H])N=C1OC([H])([H])C1([H])[H],0.006
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],0.0044
[H]C([H])([H])C([H])([H])C1([H])OC([H])([H])C1([H])[H],0.0036
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])OC1([H])[H],0.0003
[H]C([H])([H])OC1([H])C([H])([H])C([H])([H])C1([H])[H],0.0238
[H]C([H])([H])OC1([H])C([H])([H])OC1([H])[H],0.001
[H]OC([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],0
[H]OC([H])([H])C1([H])OC([H])([H])C1([H])[H],0.0003
[H]OC([H])([H])C1([H])C([H])([H])OC1([H])[H],0.0001
[H]C#CC([H])([H])C1([H])C([H])([H])C1([H])[H],0
[H]C#CC([H])([H])C1([H])OC1([H])[H],0
[H]C#CC([H])([H])N1C([H])([H])C1([H])[H],0.0002
[H]C([H])(C#N)C1([H])C([H])([H])C1([H])[H],0.0001
[H]N1C([H])([H])C1([H])C([H])([H])C#N,0.006
[H]C([H])(C#N)C1([H])OC1([H])[H],0.0002
[H]C([H])(C#N)N1C([H])([H])C1([H])[H],0.0035
[H]N=C([H])OC1([H])C([H])([H])C1([H])[H],0.0015
[H]C(=O)C([H])([H])C1([H])C([H])([H])C1([H])[H],0.0004
[H]C(=O)C([H])([H])C1([H])N([H])C1([H])[H],0.0001
[H]C(=O)C([H])([H])C1([H])OC1([H])[H],0.0003
[H]C(=O)C([H])([H])N1C([H])([H])C1([H])[H],0
[H]C(=O)N([H])C1([H])C([H])([H])C1([H])[H],0.0016
[H]C(=O)OC1([H])C([H])([H])C1([H])[H],0.0015
[H]C([H])([H])C#CC1([H])C([H])([H])C1([H])[H],0.0002
[H]N1C([H])([H])C1([H])C#CC([H])([H])[H],0.0094
[H]C([H])([H])C#CC1([H])OC1([H])[H],0.0073
[H]C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],0.0059
[H]C([H])([H])C([H])([H])C([H])([H])C1([H])OC1([H])[H],0.0056
[H]C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C1([H])[H],0.0379
[H]C([H])([H])C([H])([H])OC1([H])C([H])([H])C1([H])[H],0.0232
[H]C([H])([H])OC([H])([H])C1([H])C([H])([H])C1([H])[H],0.0498
[H]N1C([H])([H])C1([H])C([H])([H])OC([H])([H])[H],0.0106
[H]C([H])([H])OC([H])([H])C1([H])OC1([H])[H],0.0482
[H]OC([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],0.0002
[H]OC([H])([H])C([H])([H])C1([H])OC1([H])[H],0.0003
[H]OC([H])([H])C([H])([H])N1C([H])([H])C1([H])[H],0.0235
[H]C#CC1([H])C([H])([H])C1([H])C([H])([H])[H],0.0005
[H]C([H])([H])C1([H])C([H])([H])C1([H])C#N,0.0009
[H]C#CC1([H])N([H])C1([H])C([H])([H])[H],0.0027
[H]N1C([H])(C#N)C1([H])C([H])([H])[H],0.0076
[H]C#CC1([H])OC1([H])C([H])([H])[H],0.0081
[H]C([H])([H])C1([H])OC1([H])C#N,0.0205
[H]C#CC1([H])N(C([H])([H])[H])C1([H])[H],0.0118
[H]C([H])([H])N1C([H])([H])C1([H])C#N,0.0289
[H]C#CC1([H])C([H])([H])C1([H])O[H],0.0006
[H]OC1([H])C([H])([H])C1([H])C#N,0.0024
[H]C(=O)C1([H])C([H])([H])C1([H])C([H])([H])[H],0
[H]C(=O)N1C([H])([H])C1([H])C([H])([H])[H],0.0038
[H]C(=O)C1([H])N([H])C1([H])C([H])([H])[H],0.0003
[H]C(=O)C1([H])OC1([H])C([H])([H])[H],0.0003
[H]C(=O)C1([H])N(C([H])([H])[H])C1([H])[H],0.0033
[H]OC1([H])C([H])([H])C1([H])C([H])=O,0.0001
[H]OC([H])([H])C1([H])C([H])([H])C1([H])C([H])([H])[H],0.0018
[H]OC([H])([H])C1([H])N([H])C1([H])C([H])([H])[H],0.0014
[H]OC([H])([H])C1([H])OC1([H])C([H])([H])[H],0.0032
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])C([H])([H])[H],0.0101
[H]OC1([H])C([H])([H])C1([H])C([H])([H])C([H])([H])[H],0.003
[H]C([H])([H])N1C([H])([H])C1([H])C([H])([H])C([H])([H])[H],0.0123
[H]C([H])([H])C([H])([H])C1([H])OC1([H])C([H])([H])[H],0.0368
[H]C([H])([H])C([H])([H])N1C([H])([H])C1([H])C([H])([H])[H],0.0224
[H]OC([H])([H])C1([H])N(C([H])([H])[H])C1([H])[H],0.0222
[H]C([H])([H])OC1([H])C([H])([H])C1([H])C([H])([H])[H],0.0145
[H]OC1([H])C([H])([H])C1([H])OC([H])([H])[H],0.004
[H]OC([H])([H])C1([H])C([H])([H])C1([H])O[H],0.0021
[H]C([H])([H])C(=O)C1([H])C([H])([H])C1([H])[H],0
[H]N1C([H])([H])C1([H])C(=O)C([H])([H])[H],0.0001
[H]C([H])([H])C(=O)C1([H])OC1([H])[H],0.0001
[H]C([H])([H])C(=O)N1C([H])([H])C1([H])[H],0.0041
[H]N([H])C(=O)C1([H])C([H])([H])C1([H])[H],0.0002
[H]N([H])C(=O)C1([H])N([H])C1([H])[H],0.0003
[H]N([H])C(=O)C1([H])OC1([H])[H],0.0003
[H]N([H])C(=O)N1C([H])([H])C1([H])[H],0.005
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.0001
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])OC1([H])[H],0.0066
[H]C([H])([H])C([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],0.0513
[H]OC([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.0107
[H]OC([H])(C([H])([H])[H])C1([H])N([H])C1([H])[H],0.0137
[H]OC([H])(C([H])([H])[H])C1([H])OC1([H])[H],0.0059
[H]C1([H])C([H])([H])C2(C1([H])[H])C([H])([H])C2([H])[H],0.0244
[H]C1([H])OC2(C1([H])[H])C([H])([H])C2([H])[H],0.0005
[H]C1([H])OC([H])([H])C12C([H])([H])C2([H])[H],0.0007
[H]N1C([H])([H])C12C([H])([H])OC2([H])[H],0.003
[H]C1([H])OC12C([H])([H])C([H])([H])C2([H])[H],0.0001
[H]C1([H])OC([H])([H])C12OC2([H])[H],0.0001
[H]C1=C([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.0707
[H]C1=C([H])C2([H])OC1([H])C2([H])[H],0.0112
[H]C1([H])C([H])([H])C2([H])C([H])([H])C1([H])C2([H])[H],0
[H]C1([H])OC2([H])C([H])([H])C1([H])C2([H])[H],0
[H]C1([H])C([H])([H])C2([H])OC1([H])C2([H])[H],0.0067
[H]C([H])([H])C1([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.0474
[H]C([H])([H])C1([H])C2([H])OC1([H])C2([H])[H],0.0031
[H]OC1([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.0046
[H]OC1([H])C2([H])OC1([H])C2([H])[H],0.0033
[H]C1=C([H])C([H])([H])C([H])([H])OC1([H])[H],0.0264
[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.1468
[H]C1=NC([H])([H])C([H])([H])C([H])([H])O1,0.0064
[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0
[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.0122
[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],0
[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])O1,0.0018
[H]C1([H])C([H])([H])C2([H])C([H])([H])C([H])([H])C12[H],0.0095
[H]C1([H])OC2([H])C([H])([H])C([H])([H])C12[H],0.0013
[H]C1([H])OC2([H])C([H])([H])OC12[H],0.0038
[H]C([H])([H])C1([H])C2([H])C([H])([H])C([H])([H])C12[H],0.0051
[H]C([H])([H])C1([H])C2([H])OC([H])([H])C21[H],0.002
[H]OC1([H])C2([H])C([H])([H])C([H])([H])C12[H],0.0064
[H]OC1([H])C2([H])OC([H])([H])C12[H],0.0029
[H]C1=C([H])C2([H])C([H])([H])C2([H])C1([H])[H],0.1451
[H]C1=NC2([H])C([H])([H])C2([H])O1,0.0077
[H]C1=C([H])C2([H])N([H])C2([H])C1([H])[H],0.0237
[H]C1=C([H])C2([H])OC2([H])C1([H])[H],0.0249
[H]C1([H])C([H])([H])C2([H])C([H])([H])C2([H])C1([H])[H],0.0096
[H]C1([H])OC2([H])C([H])([H])C2([H])C1([H])[H],0.0009
[H]C1([H])OC([H])([H])C2([H])C([H])([H])C12[H],0.0422
[H]C1([H])OC2([H])C([H])([H])C2([H])O1,0.0001
[H]C1([H])C([H])([H])C2([H])OC2([H])C1([H])[H],0.0013
[H]N1C2([H])C([H])([H])OC([H])([H])C12[H],0.0057
[H]C1([H])OC([H])([H])C2([H])OC12[H],0.047
[H]N=C1OC2([H])C([H])([H])C12[H],0.0067
[H]C1([H])C(=O)C2([H])C([H])([H])C12[H],0.0004
[H]C1([H])C(=O)N2C([H])([H])C21[H],0.0015
[H]N1C2([H])C(=O)C([H])([H])C12[H],0.0006
[H]C1([H])C(=O)C2([H])OC12[H],0.0002
[H]C1([H])C(=O)C2([H])N1C2([H])[H],0.002
[H]N1C(=O)C2([H])C([H])([H])C12[H],0.0026
[H]C1([H])C2([H])OC(=O)C12[H],0.0009
[H]C([H])([H])C1([H])C([H])([H])C2([H])C([H])([H])C12[H],0.004
[H]C([H])([H])C1([H])C([H])([H])C2([H])OC21[H],0.0114
[H]C([H])([H])C1([H])OC2([H])C([H])([H])C12[H],0.0033
[H]OC1([H])C([H])([H])C2([H])C([H])([H])C12[H],0.0031
[H]OC1([H])C([H])([H])C2([H])N([H])C12[H],0.0053
[H]OC1([H])C([H])([H])C2([H])OC12[H],0.0018
[H]OC1([H])C([H])([H])N2C([H])([H])C21[H],0.0187
[H]C1([H])C2([H])C3([H])C([H])([H])C2([H])C13[H],0.0145
[H]C1([H])N2C3([H])C([H])([H])C2([H])C13[H],0.0024
[H]C1([H])C2([H])C3([H])OC2([H])C13[H],0.0001
[H]N1C2([H])C3([H])N([H])C2([H])C13[H],0.0087
[H]N1C2([H])C3([H])OC2([H])C13[H],0.0091
[H]C12OC3([H])C1([H])OC23[H],0
[H]C1([H])C([H])([H])C1([H])C1([H])C([H])([H])C1([H])[H],0.0022
[H]C1([H])OC1([H])C1([H])C([H])([H])C1([H])[H],0.0052
[H]C1([H])N(C2([H])C([H])([H])C2([H])[H])C1([H])[H],0.0064
[H]N1C([H])([H])C1([H])C1([H])N([H])C1([H])[H],0.0137
[H]N1C([H])([H])C1([H])C1([H])OC1([H])[H],0.0028
[H]C1([H])OC1([H])C1([H])OC1([H])[H],0.0063
[H]C1([H])C2([H])C1([H])C1([H])C([H])([H])C21[H],0
[H]N1C2([H])C1([H])C1([H])C([H])([H])C21[H],0.0024
[H]C1([H])C2([H])C3([H])OC3([H])C12[H],0.0002
[H]C1([H])N2C1([H])C1([H])C([H])([H])C21[H],0.0094
[H]N1C2([H])C1([H])C1([H])N([H])C21[H],0.0057
[H]N1C2([H])C3([H])OC3([H])C12[H],0.0035
[H]C12OC1([H])C1([H])OC21[H],0.0147
[H]C1([H])N2C3([H])C([H])([H])C1([H])C23[H],0.0014
[H]C1([H])C2([H])C([H])([H])C3([H])C1([H])C23[H],0.0079
[H]C1([H])C2([H])N3C1([H])C3([H])C2([H])[H],0.0046
[H]C1([H])N2C([H])([H])C3([H])C2([H])C13[H],0.0026
[H]C1([H])C2([H])OC3([H])C1([H])C23[H],0.0002
[H]C12C3([H])C1([H])C1([H])C2([H])C31[H],0.0001
[H]C12N3C1([H])C1([H])C3([H])C21[H],0.0013
[H]c1nnc([H])c([H])c1[H],0.0048
[H]c1nnnc([H])c1[H],0.0062
[H]c1nnc([H])nn1,0.0054
[H]c1nnnc([H])n1,0.0066
[H]c1nnnnc1[H],0.0061
[H]c1nn([H])c(C([H])([H])[H])c1[H],0.1545
[H]c1noc(C([H])([H])[H])c1[H],0.1743
[H]c1nnn([H])c1C([H])([H])[H],0.0097
[H]c1nnoc1C([H])([H])[H],0.0077
[H]c1nn([H])c([H])c1C([H])([H])[H],0.073
[H]c1c(C([H])([H])[H])nnn1[H],0.0087
[H]c1noc([H])c1C([H])([H])[H],0.0886
[H]c1onnc1C([H])([H])[H],0.0068
[H]c1nc(C([H])([H])[H])n([H])n1,0.0051
[H]c1noc(C([H])([H])[H])n1,0.0048
[H]c1c(C([H])([H])[H])nn([H])c1[H],0.0628
[H]c1nc(C([H])([H])[H])nn1[H],0.0054
[H]c1nn([H])nc1C([H])([H])[H],0.0001
[H]n1nnc(C([H])([H])[H])n1,0.0096
[H]c1onc(C([H])([H])[H])c1[H],0.1115
[H]c1nc(C([H])([H])[H])no1,0.005
[H]c1nonc1C([H])([H])[H],0.0001
[H]C([H])([H])c1nnon1,0.0063
[H]c1nn(C([H])([H])[H])c([H])c1[H],0.1152
[H]c1nnn(C([H])([H])[H])c1[H],0.0068
[H]c1nc([H])n(C([H])([H])[H])n1,0.0045
[H]c1nnc([H])n1C([H])([H])[H],0
[H]c1nnnn1C([H])([H])[H],0.0016
[H]c1nn(C([H])([H])[H])nc1[H],0
[H]c1nnn(C([H])([H])[H])n1,0.008
[H]C([H])([H])n1nnnn1,0.003
[H]c1nn([H])c(N([H])[H])c1[H],0.0136
[H]c1noc(N([H])[H])c1[H],0.1499
[H]c1nnn([H])c1N([H])[H],0.0343
[H]c1nnoc1N([H])[H],0.1647
[H]c1nn([H])c([H])c1N([H])[H],0.0197
[H]c1c(N([H])[H])nnn1[H],0.074
[H]c1noc([H])c1N([H])[H],0.0738
[H]c1onnc1N([H])[H],0.0658
[H]c1nc(N([H])[H])n([H])n1,0.0121
[H]c1noc(N([H])[H])n1,0.1745
[H]c1c(N([H])[H])nn([H])c1[H],0.0667
[H]c1nc(N([H])[H])nn1[H],0.0668
[H]c1nn([H])nc1N([H])[H],0.095
[H]N([H])c1nnn([H])n1,0.0648
[H]c1onc(N([H])[H])c1[H],0.0565
[H]c1nc(N([H])[H])no1,0.051
[H]c1nonc1N([H])[H],0.0687
[H]N([H])c1nnon1,0.0469
[H]c1nn([H])c(=O)n1[H],0.0875
[H]c1noc(=O)n1[H],0.0893
[H]n1nnn([H])c1=O,0.0105
[H]n1nnoc1=O,0.0091
[H]c1noc(=O)o1,0.0019
O=c1onno1,0.0107
[H]Oc1c([H])c([H])nn1[H],0.001
[H]Oc1c([H])nn([H])c1[H],0.0009
[H]Oc1nnn([H])c1[H],0.1052
[H]Oc1nc([H])nn1[H],0.0001
[H]Oc1nn([H])c([H])c1[H],0.086
[H]Oc1nc([H])n([H])n1,0.0875
[H]Oc1nn([H])nc1[H],0.1117
[H]Oc1nnn([H])n1,0.0109
[H]Oc1noc([H])c1[H],0.0584
[H]Oc1noc([H])n1,0.0066
[H]Oc1nnon1,0.0073
[H]ON=C(C#CC([H])([H])[H])C([H])([H])[H],0
[H]C#CC([H])([H])C(=NO[H])C([H])([H])[H],0.0047
[H]ON=C(C([H])([H])[H])C([H])([H])C#N,0.0031
[H]ON=C(C([H])([H])[H])C([H])([H])C([H])=O,0.0029
[H]ON=C(C([H])([H])[H])C([H])([H])C([H])([H])O[H],0.0028
[H]ON=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],0.0025
[H]ON=C(C([H])([H])[H])C([H])([H])OC([H])([H])[H],0.0029
[H]ON=C(C(=NO[H])C([H])([H])[H])C([H])([H])[H],0.0024
[H]ON=C(C(=O)N([H])[H])C([H])([H])[H],0.0002
[H]ON=C(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0.0016
[H]ON=C(C([H])([H])[H])C([H])(O[H])C([H])([H])[H],0.0026
[H]ON=C1C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.0036
[H]ON=C1C([H])([H])N(C([H])([H])[H])C1([H])[H],0.0049
[H]ON=C1C([H])([H])C([H])(O[H])C1([H])[H],0.0036
[H]C#CC(C#C[H])=NO[H],0.0004
[H]C#CC(=NO[H])C([H])([H])C([H])([H])[H],0.0004
[H]C#CC(=NO[H])C([H])([H])O[H],0.0001
[H]ON=C(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0.0017
[H]ON=C(C([H])([H])O[H])C([H])([H])C([H])([H])[H],0.001
[H]ON=C1C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.0029
[H]ON=C1C([H])([H])N([H])C1([H])C([H])([H])[H],0.012
[H]ON=C1C([H])([H])OC1([H])C([H])([H])[H],0.0029
[H]ON=C1C([H])([H])C([H])([H])C1([H])O[H],0.0039
[H]ON=C1C([H])([H])C([H])=C([H])C1([H])[H],0.0034
[H]ON=C1C([H])=C([H])C([H])([H])C1([H])[H],0.3717
[H]ON=C1C([H])=C([H])N([H])C1([H])[H],0.2828
[H]ON=C1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],0.0033
[H]ON=C1C([H])([H])OC([H])([H])C1([H])[H],0.0024
[H]ON=C(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0.0041
[H]ON=C(C([H])([H])[H])C1([H])N([H])C1([H])[H],0.072
[H]ON=C(C([H])([H])[H])C1([H])OC1([H])[H],0.0021
[H]ON=C1C([H])([H])C2([H])C([H])([H])C12[H],0.0305
[H]ON=C1C([H])([H])C2([H])N([H])C12[H],0.0607
[H]ON=C1C([H])([H])C2([H])OC12[H],0.0027
[H]ON=C1C([H])([H])N2C([H])([H])C12[H],0.0767
[H]C#CC(F)(F)F,0
N#CC(F)(F)F,0
[H]C(=O)C(F)(F)F,0
[H]N([H])C([H])([H])C(F)(F)F,0.01
[H]OC([H])([H])C(F)(F)F,0.0005
[H]C([H])([H])C([H])([H])C(F)(F)F,0.0002
[H]c1c(C([H])([H])[H])c([H])n([H])c1C([H])([H])[H],0.001
[H]c1oc(C([H])([H])[H])c([H])c1C([H])([H])[H],0.1991
[H]c1c(N([H])[H])c([H])n([H])c1C([H])([H])[H],0.0045
[H]c1oc(C([H])([H])[H])c([H])c1N([H])[H],0.0048
[H]Oc1c([H])c(C([H])([H])[H])n([H])c1[H],0.0003
[H]Oc1c([H])oc(C([H])([H])[H])c1[H],0.1628
[H]c1c(C([H])([H])[H])c([H])n([H])c1N([H])[H],0.0064
[H]Oc1c([H])c(C([H])([H])[H])c([H])n1[H],0.0003
[H]Oc1nc(C([H])([H])[H])c([H])n1[H],0.0003
[H]c1oc(N([H])[H])c([H])c1C([H])([H])[H],0.0235
[H]c1oc(N([H])[H])nc1C([H])([H])[H],0.0942
[H]Oc1nc(C([H])([H])[H])c([H])o1,0.0073
[H]c1c(C([H])([H])[H])nc(C([H])([H])[H])n1[H],0.0009
[H]c1oc(C([H])([H])[H])nc1C([H])([H])[H],0.175
[H]c1oc(C([H])([H])[H])nc1N([H])[H],0.0996
[H]Oc1nc(C([H])([H])[H])n([H])c1[H],0.0006
[H]Oc1nc(C([H])([H])[H])oc1[H],0.152
[H]c1c(N([H])[H])c([H])n([H])c1N([H])[H],0.0062
[H]c1oc(N([H])[H])c([H])c1N([H])[H],0.0172
[H]Oc1c([H])c(N([H])[H])n([H])c1[H],0.0022
[H]Oc1c([H])oc(N([H])[H])c1[H],0.0261
[H]Oc1c([H])c(N([H])[H])c([H])n1[H],0.0003
[H]Oc1nc(N([H])[H])c([H])n1[H],0.0009
[H]Oc1nc(N([H])[H])c([H])o1,0.0291
[H]c1oc(N([H])[H])nc1N([H])[H],0.0391
[H]Oc1nc(N([H])[H])n([H])c1[H],0.0037
