smiles,band_gap
CN1C2CC1(C#N)C2=O,0.2466
C1CC11CC2OC12,0.3361
C#CC1=CCOCC=C1,0.1742
C#CCC12CC1CC=C2,0.2497
c1c([nH]cn1)CCCO,0.2488
COc1cc(oc1)C=O,0.1726
CC1(C)C2CC(=O)N12,0.2346
C1COCC(=O)CO1,0.2132
OCC1(CO1)C(=O)C=O,0.1492
CC#CC1COCCN1,0.2598
C1CC2OCC3OC23C1,0.3164
C1C=Cc2c(non2)O1,0.1899
C1c2c(oc(=O)[nH]2)CO1,0.2418
CCC1CN2CC(=O)C12,0.2019
C#CC#Cc1ncon1,0.1882
c1cn(nn1)C2CC2,0.2543
CCC1COCC(C)C1,0.3241
NC=[NH+]C1=NOC(=N)[N-]1,0.0692
OCC1CC1O,0.329
C1C=CC2COCOC12,0.2595
CC12CC(C1)CN=CO2,0.275
C#CC12CC(C#N)C1O2,0.2605
NC(C#N)C1C2CCN12,0.2634
CC1CC(O1)C1CCC1,0.3243
CN(CCC=O)C=O,0.212
COC1C(C)C1CCO,0.314
OC1CC2=CC3OC3C12,0.2354
CCCC1(CCN1)C#N,0.268
C(C1CC1)C1CCC=C1,0.2622
N=C1C=CC(=O)NC=N1,0.181
Cc1coc(c1CO)N,0.2178
CCC(O)C1OCCO1,0.331
CCOCCCCC#C,0.308
CC(=O)C1(C)NC1C=O,0.2116
CCNC(=NC)C#N,0.2033
CC1CNC2=C1C=CO2,0.2124
CC1OC2(COC12)C#N,0.2603
OC12C3COCC1OC23,0.288
C(=O)Nc1nc(no1)O,0.2158
CC(C=O)(C=O)NC,0.1748
CC(C)C1=CCC(=O)N1,0.2144
CC1C(C#N)N1CC#N,0.2673
C1COC(=O)OCO1,0.299
CC1=CCC2CCC1O2,0.256
Cc1c([nH]nc1C#N)C,0.2292
CC(C)C1C(C#C)N1C,0.2562
OC(C#N)C1(CN1)C=O,0.225
COCC1COC(C)O1,0.3417
CN1CC1C(=O)C#N,0.1624
C1OC23CC(CC=C2)C13,0.2415
CCCC#C,0.3169
N=C1CCN2CC(C2)O1,0.2349
CCNC1(CCC1)C#N,0.2664
COC=NC1(CC1)CO,0.2497
CC1(C)C2C=CC1C2=O,0.2472
O=C1CC2C=CC3C1N23,0.2009
OC12C3C4C(C1N34)C2=O,0.2165
CC1C2C(C)C1C2(C)O,0.3263
CCC12CC3C1C(=O)C23,0.2462
O=CCC1CCCC=C1,0.2236
CC1OC(CO)C(=N)O1,0.2864
CC1(OCCO1)C1CO1,0.3286
CC(O)CC1=NC=CO1,0.2434
CC12C3C4C1CC4C23O,0.3045
CC1CC2OCC1O2,0.3318
CC12OC3C1OC23C#C,0.2493
CCCn1nc(nn1)N,0.2186
CC1C2OCC(=O)C12,0.2198
CCC1CCC(C)CO1,0.3225
COC1C2N(C)C1C2=O,0.2415
CCCCOC(=O)C=O,0.1808
CC1CCOC(C)=NC1,0.2539
OC1(CNC1C#N)C#C,0.2528
CC1C2OC(=O)C(O)C12,0.2632
O=C1C2OC3COC2C13,0.1967
c1nc(nn1C=O)CO,0.208
CC1(C)C2COC1OC2,0.3257
CN1C2C1C1OCOC21,0.2923
CCC1OC2C3CC3C12,0.3062
C1CC1C(C#N)C#N,0.3183
CC1OC2(C)CC=CC12,0.2582
OCC1OCC=CC1=O,0.1783
CC(C)CC(C)(C)C=O,0.2285
CC1CC2C(C1)C2C=O,0.2227
c1nc2c(o1)C=CCN2,0.1536
CC(CO)CC(O)CO,0.3161
ON=C1CC2NC2C1O,0.2462
C1CC(=O)OCC=C1,0.2469
CCC#CC12CC(C1)O2,0.2571
CC12CCC(=NO)C1N2,0.236
CC(=O)C1CC(C)(C)O1,0.2161
CC1=C(F)C(=N)OC=C1,0.1712
O=C1C2CC3OCC13O2,0.2287
CCN(CC#N)C(C)C,0.2566
CCCc1n[nH]c(=O)o1,0.2473
c1nc2c(o1)nno2,0.1919
OC1CC(C#N)C1C=O,0.2134
COC1CC2(CO2)CO1,0.338
COC12CC1(NC2)C#C,0.2276
C1C2C3C4C5C(C5N34)N12,0.2694
N=C1CCC2CC2O1,0.281
Cc1cc(nn1C)CO,0.2548
CC12CC34C=CC(C13)N24,0.2113
CC#CCC1(C)NC1C,0.2972
CC12CCOC1(C)CO2,0.3256
CC12CCOCC1(C)O2,0.3332
CN1C2C3CC3C12,0.2774
CCN(C)C(=O)C(C)C,0.2634
CC1CC(O1)(C=O)C#N,0.2069
CC1(C#C)C2CC1OC2,0.2788
C1COCc2c1n[nH]n2,0.2479
CC1C2CC(CO)C12C,0.3164
CC1(CO1)C1CNC1=O,0.2791
OC1C2COC1CO2,0.3041
N=COC12CC1CC=C2,0.248
Cc1c(cncc1F)F,0.2233
CC#CC(CO)C1CN1,0.2949
OC1CCC1C#CC=O,0.1994
C1C2COC3CCC12C3,0.3181
CN=C(N)N1CCC1=O,0.2217
OC12C3OC(C13)C21CO1,0.2867
CC1(C)C2C3CC3(O)C12,0.3201
CC(C)CC12CCC1O2,0.3234
OC1CC23CC=CC12O3,0.2311
C(C(=O)C(=N)N)OC=O,0.1915
CN1N=NC(F)=NC1=N,0.1647
NC(=O)C1CCC11CO1,0.2727
C1C(=NO)CNCC1=O,0.1945
C1CC(C1)(CCC#N)O,0.3142
OC1C=C(NC1=N)C#N,0.1807
NC(=O)C(O)CNC=O,0.2619
OCC12CC(=NO)C1N2,0.2414
CC1=CC2OC(C1)C=C2,0.2275
CC(=O)C1NC1(C)C#N,0.2155
OC12CC1C1(CC1)C2,0.323
NC1=C(OC(=N)O1)C#N,0.1955
C1C2OCOC3CC2C13,0.3162
CC12NCC1(C#N)C2O,0.2555
CN=C1CC(C)(O1)C=O,0.2106
CC1OC=NCC(C)=C1,0.2545
CC#CC1CC=CC1,0.2648
C1OC23C4C5C2CC13N45,0.2473
CCCc1ccoc1C,0.2333
N=C1CC2OC2CCO1,0.2721
C1CC23CCC(C=C2)C13,0.2494
COC1OC=NCC1C,0.2744
OCC12OC1C(O)C2O,0.3135
CC1C=C(C)C2(C)NC12,0.247
NC1=NC(F)=NNC1=N,0.1686
CC1=C2C3OC3C2OC1,0.2256
CC12CC1CC=CCC2,0.259
C1C23CCC12OC=NC3,0.2629
C1C2N1C1C3C4CC23C14,0.3139
CCOC1C(C)C1C,0.3127
Cc1c(ocn1)CCO,0.2379
CN1C2CC3(CN3)C12C,0.2985
CN=C1OC(=O)OC=N1,0.2154
CCC1CC2(CO)CC12,0.3246
CCOCc1c[nH]nc1,0.2602
CC12CC3=CCC(O1)C23,0.2116
CC1C2CC2CC1(C)O,0.3293
CC1=CC2OC(=N)C2C1,0.2505
CCC(C)(C)CO,0.3344
CC(CC#N)C1(C)CC1,0.3178
OC12CC(C1)(C2)NC=O,0.2736
CC1C2OC3C(C)C3C12,0.3141
OCC(O)(CC#N)C=O,0.2097
COC(=O)N1CCC=C1,0.2204
OC12CC1C1CC1CC2,0.3164
OC(C#N)C#CC1CO1,0.2561
O=CC1CN1C1COC1,0.2107
CC1(O)CC=CC(O)C1,0.2671
C#Cc1c(=O)occn1,0.1514
C1C2C3OC2C2C3N12,0.3023
CC1CCCC=CC1C,0.2589
CC1=C(ON=C1)C1CO1,0.2274
NC(=O)C12CCC1N2,0.2582
c1c([nH]cn1)OC=O,0.2198
CN=C1OC(=O)NC1C,0.2663
CC(CCC(C)=O)C#C,0.2342
CC1(CCCOC1)C=O,0.2262
CC12OC(=O)C1(N)C2N,0.2434
CC(C)C(C)C,0.3838
CCC1C(C)C(C)C1C,0.3378
CC12CC3OC1C2C3O,0.2941
CN1C(=O)NCC12CC2,0.2816
COCC(C)OCC=O,0.2288
C1CC1C#CCCCO,0.2808
CC12C(O)C1OC2C=O,0.1968
CCC1(CC1C#N)C#C,0.2689
C1OC2C3CC12CC3,0.3013
CN1CCC(=O)C(O)C1,0.2015
OCC1C=CC(O)C1O,0.2545
CCCC(C)COCC,0.3356
CN1CC1C1=NC=CO1,0.2201
CCC1CC1(O)C(C)C,0.3168
c1c[nH]c2c1occ2,0.2038
OC1CN2N=CC(O)=C12,0.228
O=CCC1CC11COC1,0.2227
COC1C2OC(C#N)C12,0.2511
CCC1C2OC(=O)C12O,0.2485
COCC1OC(C)C1=O,0.222
N#CC1C2NC2C11CN1,0.2675
CC1OC2CC1C2C=O,0.2156
CCN(C)c1nc[nH]n1,0.212
CC12CC3C4C1N2C34C,0.2973
OC1C2OCOC2C1=O,0.1811
CCN1C(C)C(O)C1=O,0.2666
CCCC1CCC1=O,0.2193
COCC1OCCCO1,0.3321
O=CC1CCCC2OC12,0.221
CC1C(O)CCC11CC1,0.3293
NC(C#CC#N)C(N)=O,0.2044
CCCC12CC(=O)C1O2,0.2165
CC1C(O)C2CC12CO,0.3125
CC(C#N)C1CN=CO1,0.2724
CCC1=CCC(C1)(C)C,0.2585
CC12CCC1OC2C#C,0.2634
CCC12CC3C1C3(C)O2,0.3034
CN=C(C#C)NC=O,0.1973
OC1CC2C3C=CC1N23,0.2208
CC(=O)N1CC12COC2,0.2485
c1c[nH]nc1CN2CC2,0.235
COC1(C)C=CC2OC12,0.2412
CC1C2CC(CC1O)O2,0.3004
CC#CC1(O)CC2CC12,0.2823
OC12COC1CC2C=O,0.2148
C#CC1C2CC2C11CC1,0.2935
CC1(O)CC2CN2C1,0.2938
CC1(O)CC2OC1C2=O,0.2369
COC(=O)C(N)CC#C,0.2493
CCCC1OCOC1C,0.3374
CC1C(O)CN1C(C)=O,0.2639
CCC(C)(O)C1(O)CC1,0.3167
N=C1OCOCCC=C1,0.2138
OCC(O)C(=O)C1CC1,0.2222
c1c(nc([nH]1)CC#N)O,0.2227
CCC(O)(CC#C)C#N,0.3007
OC1C2CC2CCC1=O,0.2297
CCNC(=O)C(O)CO,0.2732
CC12CC3OC(=NC1)C23,0.218
COC1(C)CC1(O)C#C,0.2686
CCOCC(C)CC=O,0.2294
CC#Cc1cn[nH]c1N,0.2203
CC1OCCC1CC#N,0.2879
C(C1CC1)C1CC2CC12,0.3386
OC(C=O)C1=NON=N1,0.2132
CCC(O)C1CCC1=O,0.2203
CC1OC2CC(O)C12O,0.2996
OCC12CN1C1CC21,0.2901
CC1N2C3C2C1(C)C3O,0.2951
OC1C2CCC(O)C12O,0.299
CNc1c[nH]nc1,0.2174
CC1C2(C)NCC12C#N,0.2493
CC(=NO)C1NC1C#C,0.2358
N=C1N=COC=NC1=O,0.193
COC1(C)C2COC12C,0.3052
CN1CC(O)(C=O)C1=O,0.2095
OCC1CC11CCOC1,0.3212
CC1C2CC(C)(C#C)C12,0.3012
COC1CC2CCC1C2,0.3246
OC12CCC3C4C1N4C23,0.3017
C1N2C3C4=CCC13C24,0.1451
CCC(C)OC(=N)OC,0.314
ON=C(COC=N)C#C,0.2079
CC#CCCCNC=O,0.2736
CNC(=N)C(OC)C#N,0.2329
CC1NC1C1(C)CCO1,0.3053
CCc1cnn(c1)CC,0.2524
O=C1OCC2NC12C#N,0.2437
CC(C)CC1CC1C=O,0.2284
CC1CC2(CO2)C(=N)O1,0.2632
Cn1cccc1OC=O,0.206
CC1CC11C2NC2C1O,0.3069
O=COC12CN3C1CC23,0.2576
CNC1(CC1)C#N,0.2671
CC1(CCC1)C,0.3649
CCOC1COC1C=O,0.2118
CCNC(=O)C(O)CC,0.2763
CC(=O)CN(C)CC#C,0.2116
CC12CC(C1)C1C(O)C21,0.3105
CCC12CN1C(=O)NC2,0.2882
CCC1C2CCCC12O,0.3202
OC1(CC1)C1CC(=N)O1,0.2871
CC12CC1C1OC21CO,0.291
CC(C=O)C#CC1CC1,0.2102
C1C2C3COC4C1N2C34,0.289
CC(C)(C)c1nnon1,0.2459
C1CCOCC=CC1,0.2467
c1nnnn1CC#N,0.2624
OCC12C3NC(C13)C2=O,0.2275
C1CC1(CC(=O)N)C=O,0.2307
COC1C(C)C11CCC1,0.3062
CC1CC(CC#N)CO1,0.283
CC(C)C(=O)CCO,0.2309
CCC1(OC1C)C#CC,0.2782
CC1(C(=O)CO1)C,0.2235
CC(C)(O)C1COCO1,0.3257
c1c2n(nc1C#N)CC2,0.2336
CC1CC1(CO)OC=O,0.2779
CC1C2CC2C1C=O,0.2177
CN1N=CC(F)=CC1=N,0.1582
C1CC1(CC#N)NC=O,0.2745
CC1CC2C(C)C(C)C12,0.3277
C#CC1=C(CCC1)CO,0.2054
CC1(CN1)C1OC1CO,0.3179
CCCC1(C)CC1O,0.333
C1NC1C1NC11COC1,0.3004
CC1(O)CN(C=O)C=C1,0.2107
CC1CC1(O)CCC#N,0.3056
CC1CN2N=CN=C2N1,0.2466
CC12CC(CCO)C1N2,0.3237
CC1(C)CC(C1)C1CO1,0.342
c12c([nH]nc1nno2)N,0.1792
CCOC1(C)CC=CC1,0.2653
CN1CC1CC(C)(C)C,0.2922
Cc1c(nc([nH]1)OC)O,0.2314
c1c[nH]nc1C(=O)C#N,0.1941
COc1cc(cnc1)O,0.207
CNCC(NC)C#N,0.266
c1c([nH]c(n1)C(=O)N)N,0.1893
OC1CC=CCC=CC1,0.23
NC1C=CCNC1C#N,0.2415
OC12C3CC(C13)C2C#C,0.2817
CC1=NCC(OC=N)O1,0.2751
CCC1C(C)C2OCC12,0.3069
c1coc2c1oc(n2)N,0.1985
CC(C)(CC#C)CC#C,0.2944
NC(=O)C1CCC11CN1,0.2587
CC1NC1C(C#C)C#C,0.2861
CN1N=NC=CC1=N,0.1622
NC1(CC2(O)CC12)C#N,0.295
CC1(CO1)C(C=O)C#N,0.2266
N=C1OC(C=O)C1C=O,0.2087
CC1CCNC(=O)N1C,0.2835
CC(O)CC12CC1CC2,0.3046
O=CC1CN2C(C#N)C12,0.2188
OC1C2OCC11OCC21,0.2896
COC(=O)c1cnc[nH]1,0.2098
Cc1coc(c1CO)C,0.2284
CC(CO)C1(O)CC1C,0.3229
CC(O)C(C)C1CCC1,0.3266
C1OC2=NCCC=CC12,0.2303
CC1C=CC(O)C1=O,0.223
C1CC2(C1)CC1CCC21,0.3335
CN=C1OCC1(O)C=O,0.2068
CC1CC11C2CC1C2,0.3526
[NH3+]C(COC=N)C([O-])=O,0.2442
CC1=CCC2CC=CC12,0.2472
OC1C2CC1(CC#N)C2,0.3032
O=CCC1C2C3OC3C12,0.2175
CCC(C#C)C1(C)CC1,0.311
NC(=O)C12CC1C1CC21,0.2397
CC#CCCOCC#C,0.2778
CCC(C)(C)C1(CC1)O,0.3259
OC1C=CC2(CC12)C#N,0.2397
CC12CC(O)C1OC2=O,0.2738
COC=NCCCCO,0.271
OC1CC1(O)C1CCO1,0.2743
CC1CC1(C)CC1CC1,0.3407
O=C1NC2CCCCC12,0.2741
C1CC2(C1)CCC(=O)O2,0.2771
OCC1(CNC=O)CO1,0.2826
CC1NC(=O)NC1C#C,0.2751
CC12CC1C=CC(=O)O2,0.2104
Cn1c(c(c(n1)N)O)N,0.2365
c1c(n(c(=O)o1)C=O)N,0.1921
COC1CCC(=C1)C#C,0.2096
CCC(CC)(C#N)NC,0.2702
O=C1CNC2CC2C1,0.2127
N#CC12COC1COC2,0.2867
N=C1OCC2C=CCN12,0.2305
N#CC1CC2(CN2)CN1,0.2749
C#Cc1c([nH]c(n1)O)N,0.2012
CC1CCC(C)C(C)O1,0.3201
C#CCCC(=NO)CO,0.248
CC12CC(C1)C(O)C2O,0.3186
C1C2OC34CC3(CC4)C12,0.2927
CCC#CCCOC=N,0.2724
C#Cc1cc[nH]c1,0.2222
OCC1CC2OC12C#C,0.2627
NC1=C(OC=N)N=CN1,0.2274
CC1=CCC(=O)C=CC1,0.177
C1OC2C3OC1C23,0.2921
CN1C2(C)CC1(C2)C=O,0.189
CCC1C(O)C11COC1,0.2995
CC(C)C1(C)C2CC1O2,0.3145
CC(CO)N1CCC1=O,0.2723
CC(=O)C1CCC2NC12,0.225
CC1(C)OCCC1C=O,0.224
CC1CC1C(=O)C(N)=N,0.1949
CC12NCC1(O)C2C#N,0.2542
CN1CC(=O)C12CCC2,0.2007
CC1(CO)CCC11CO1,0.3242
CC1OCOCC1C#N,0.3109
NC1=NC(=N)C(N)=NO1,0.2016
CC(=N)N(C=O)C=O,0.214
C#CC12CN3C1C=CC23,0.208
COCC1CCC(C)C1,0.3304
CCCc1nccnn1,0.1634
CN1CC(=N)NC(=O)C1,0.2193
c1c(c(=O)cn[nH]1)N,0.1697
CC1(OC2CC2O1)C=O,0.202
CC1(O)C2C3OC2(C)C13,0.292
CC(C)(C)C1CO1,0.3426
c1cnc([nH]1)OCC=O,0.1785
CNC1=NON=NC1=N,0.1579
Cc1cc2c([nH]1)ocn2,0.2105
Cc1ccc(cc1N)O,0.21
CNC(=O)CCCCO,0.2795
CCCC(C)(C)NC=O,0.2774
O=C1OC2OCC3C2C13,0.2662
COC1(CCCC1)C#C,0.2971
CC12CC3C1COC3O2,0.3288
CC1OC1C(C)(C)C=O,0.2235
CC1CC2(C)OC2C1O,0.3209
OC1CC2CN3C2C13,0.2904
CCc1coc(=NC)o1,0.2313
OC12CC1(OCC2)C#C,0.2606
OC12C3NC3C1C2C#N,0.2565
C1OCC11CC2NC12,0.3066
CN(C)c1ccoc1N,0.2198
c1cn2c(n1)C=CC2=O,0.1324
OCC#CC1OC2CC12,0.2562
C#CC1(CCC1)O,0.2869
CCC1OC2C(C#C)C12,0.2772
OC12CC1NC(C2)C#N,0.2527
CC12COCC1N1CC21,0.31
CCC1(CCCC1)CC,0.3634
CN1CC=CC2OCC12,0.225
C1C2OC2C2=C1ON=C2,0.2308
C#CC12OC3=NCC1C23,0.1614
CN1CC1CC#CCO,0.2599
CC1=CC(OC=N)=CO1,0.2262
CC(C)(C(C=O)C=O)O,0.2069
OC12C3CC1C1C3CC21,0.3184
CN=C(N(C)C=O)OC,0.2476
CCC1(C)CC1(C)C,0.33
CCC12OC1C=CC2C,0.2446
COC(CCC#C)C#C,0.2893
OC1C(=O)CC1(O)C#N,0.2081
OCCC12CC1CC2,0.3264
N=C(C#C)N1CCN=C1,0.1968
CN=COC1(CC1)C=O,0.214
CC12CC3(C)C4C(C14)N23,0.3073
CC1C(C)C1N(C)C=O,0.2621
N#CC12NC1CC1NC21,0.258
N=C(C#N)N1CC1C#C,0.2111
CN1CC1(C#N)C1CN1,0.2585
OC12CC1CC(C2)C#C,0.3049
CN1C2C(N)C2(O)C1=N,0.2372
CC1CN2C1C2C(N)=O,0.248
C#CCN=C1COCO1,0.262
CC1OCC1C(F)(F)F,0.332
CC(O)C12C3CC1CN23,0.2994
CCCCC1(CO)CN1,0.312
CC(C#N)C(O)C#N,0.3082
CC1N2CC3(O)C2C13O,0.2653
CC1CC(O)C(=O)C1,0.2231
O=CCC12CC3C1OC23,0.2145
CCC1CC=CC(C)O1,0.2655
C1COC2(O1)CC=CC2,0.2683
CCCc1ccc(o1)C,0.2281
CC#CCCC1(CC1)O,0.2979
CC12NC1C(C)(C)C2=O,0.2153
CC1C2N3C1C(=O)C23C,0.2338
COC(=N)N1CC1C=O,0.1935
CCC#CC(=NO)C,0.2031
CC(=O)n1c(cnn1)N,0.1736
NC12CN3CC1(C#N)C23,0.254
C1CC2C1N1N=CN=C21,0.2634
OC1CC11CCCCO1,0.3155
N#CC1C2CC1C1CC21,0.3057
CC(=O)CNCC(=O)N,0.2091
CC1C(O)C2C1NC2=O,0.2705
c1c([nH]cn1)OCCO,0.2454
C1CC1(CCOC=O)O,0.2662
CN=C1C=NOC(O)=C1,0.1621
OC1CC1(O)CNC=O,0.2721
CC1CC1(CO)C1CC1,0.3189
Cn1cc(c(=O)nc1)O,0.1942
CC1OCC2(OC12)C#C,0.2745
O=C1CC2COC1O2,0.2122
CCN1CC2CC12C#N,0.2397
CC1OC1(CCO)C#N,0.2816
N=C1NC(CC#N)=NO1,0.2272
O=C1C2CC2C1N1CC1,0.2198
CCC1(O)CC1CC#N,0.305
CC1CC2C(CC12)C=O,0.2224
CCC1=CC2CC(C1)O2,0.2377
CC(O)C1C(C)CC1C,0.3183
CCN(C)C(=O)C#CC,0.2218
CC12CC3(C#N)C(O1)C23,0.2688
OC1(C=O)C2C3CN3C12,0.1914
O=C1CC2CC11OCC21,0.2127
COC(CC#C)C#C,0.2883
CC1NC11C(C)OC1=N,0.2683
CC1=CC2C3N2CC=C13,0.1687
OCC1CC=CCC1=O,0.2185
CCc1cnccc1C,0.2296
CC(CC=O)C1CC1C,0.2272
C#CC12CC3CC1OC23,0.2778
COC1(C#N)C(O)C1O,0.2525
C#CC(=N)NC(=O)C=O,0.1628
O=C1OC2CN3CC12C3,0.2389
CC(CC=O)C#CCO,0.2193
C1COCC(=O)OC1,0.2658
CC#CC1CN1C(N)=O,0.2688
CC1CC2N(CC2=O)C1,0.202
N=C1NC(=O)CC11CC1,0.25
N=C1NCC2(CO2)C1=O,0.1763
OC12CN(C1)CCOC2,0.2726
CC1C2C1C(C#C)C2C,0.2953
CCC1COCC1C=O,0.2208
CCC(C)C(OC)C=O,0.2124
CC12CC1(C)COCC2,0.3261
CC1(CC1)C2(CC2)OC,0.3109
C#CC(=O)CN1CCC1,0.1677
OC1CC2OC(=O)C12O,0.2563
C1COCC(CO1)C=O,0.2122
CC1COCCC1(C)O,0.3162
CC1CN=COC1C,0.2753
OC1(CC1C#N)C1CN1,0.2695
O=CN1CC1C#CC#N,0.2142
OC1CC2C3C4OC13C24,0.295
COC1CCC2NC12C,0.3025
CN1C2CC(C=O)=CC12,0.1717
NC=[NH+]C1=NNC=C1[O-],0.0949
Cc1[nH]c(=O)n(n1)C=O,0.2138
c1c(nco1)OC=O,0.2323
CN1C=C(F)C=NC1=N,0.1476
CC1C(=O)C2N3CC12C3,0.1887
c1c(nc(o1)CC#N)O,0.2144
CCC(CO)C1CCO1,0.3148
CC12CC(C1)C(C2)C=O,0.2275
OC12CN3C1C1CC1C23,0.3056
NC1=C(F)C(=O)N=NO1,0.166
C(CO)COCC#N,0.2846
CCC(C)(CO)C#N,0.3136
CCNc1nc[nH]n1,0.2248
C#CC(=O)n1cncn1,0.2018
CCNc1cc(co1)N,0.2179
CC1CN2C1CNC2=O,0.2849
CCC1CN(C)C(=O)O1,0.3017
O=C1OC23CN(CC2)C13,0.2272
COCCC1C(C)C1O,0.3142
OCC1CC(=N)NC1=O,0.2455
CN(C)c1coc(=O)o1,0.2423
OC12C3C1C1=NC2C3O1,0.1377
[O-]C(=O)C1(C[NH2+]C1)C#C,0.2699
OC12C3C1C1C2C3C1=O,0.2177
CC1CC(CO)C1CO,0.3285
N=C1OCC11CN1,0.2698
CC12CC3C(O)CC1N23,0.2948
CC(C#C)C(CO)CO,0.2976
OC1CCC2OCC2=C1,0.2471
C#CC12COC1CO2,0.2571
Cn1c(ccc1N)C#C,0.1875
CC1C2OC(CCO)C12,0.3139
C#CCCC#C,0.3006
CC(COC=O)CC#N,0.2861
OCC12CCN1C2C#N,0.2643
CN1C2CC(C#N)C12,0.2733
C(CC(=O)NC=O)CO,0.2219
O=C1OCOCC11CN1,0.2584
CCNc1ccno1,0.2236
C#CC#CCOC(=O)N,0.2217
CCOC(=N)OCC=O,0.2258
O1C2C3C4N=C1C2C34,0.1547
Cc1ccc(=O)[nH]c1C,0.1704
C1OC23COC(OC2)C13,0.2993
CC#CC(C)COC=N,0.2741
OC1(COC1C#C)C#C,0.2623
O=C1C2COC11CNC21,0.2066
CC(C1CN1)C(C)=O,0.2216
CC#CC1OCC(C)O1,0.2874
OC1COCOC(=O)C1,0.2693
CCC1C2CN2C1CO,0.3059
COC12CC1(C)C1NC21,0.314
CC(O)CC1CC1CO,0.3235
C1COCOCC(=O)N1,0.2538
CC1[NH2+]C2CC12C([O-])=O,0.1689
CC1C=C(C)CCC1=O,0.2218
CC12C3C1C1CC3C2O1,0.34
[O-]C(=O)C[NH+]1CCC1,0.2654
C1c2c(n[nH]n2)OCO1,0.2295
CC1CCC(CC1)C=O,0.226
CC1=NC(=N)N=C(N)O1,0.212
CC1COC(=O)C(O)C1,0.263
OC1COC2CC(C2)C1,0.3088
CC#CCNC1COC1,0.2719
c1[nH]nc(n1)CCC#N,0.2703
CC1COCOC2CC12,0.3207
C1OC11CCC=CC1,0.2685
C(=O)C#Cc1nnon1,0.1767
CN=C1C(C#N)C2CN12,0.2441
CC1OC2CC1C21CO1,0.3142
O=C1C(CC11CO1)C#C,0.1966
COC1C2NC2C2OC12,0.2922
C1CC23COC2COC13,0.3188
N#CC12CC1C1NC1C2,0.2831
CCC(=O)C1CC(=O)O1,0.2272
COc1nccc(n1)F,0.2208
CC1=NNC(O)=NC1=N,0.1933
CC(OC=O)C1CC1O,0.2799
CC1OCOC1(C)C,0.3235
COC1(C)C2CC1(O)C2,0.3319
CC1CC(C)(C=O)C1O,0.2113
c1cn[nH]c1C#CC=O,0.1694
CCC1C2C(C)N2C1=O,0.231
COC1C(O)C1(O)C#N,0.2641
O=CNC12CN3CC1C23,0.2482
CC12CC(C1)CC(=O)C2,0.2197
CC(C)(O)C1CC1(C)C,0.3204
CCC(=O)COCC,0.2349
CC1OC=NC11CC1,0.252
Cc1cc2n(n1)CCO2,0.2482
COC1C2C3CC2C13O,0.3335
CC1CCC(C=C1)C#C,0.2596
CC1=CNC(=N)N1C=O,0.1797
CCC1(OCCO1)CO,0.3116
CC1C2OC1C(C)=C2C,0.233
CCc1cn(cn1)CC,0.2481
Cc1cc[nH]c1C2CC2,0.2318
CCOC1(CCC1)C#C,0.2888
CC1=C(N)C(=O)OC1=N,0.1658
C1C2CC11C=CC3C1N23,0.1731
CC1(NC(=O)C1O)C#C,0.2564
C1C2C=CC3C=CC2C13,0.2286
Cc1nc(=O)cc(o1)O,0.2098
CNC(C=O)C(=N)OC,0.2054
CC1(CC1)COC2CC2,0.3307
CC1=CC(O)=CC(=N)O1,0.1729
CC1=C2C3NC3C2CC1,0.2323
O=COCC1CN1C=O,0.2525
N=C1OC2CC1OC2=N,0.2703
N#CC#CC1(CN1)C#N,0.214
CC1(C)C2NC2C1C#N,0.2775
COC1(C)C2OCOC12,0.3022
CCC(C)(C)NCC#N,0.2694
c1c(ncn1CC#N)O,0.213
CC#CC1(CC1)O,0.2712
NC(=O)C1CC2C(O)C12,0.2436
ON=C1C2CC3C2C13O,0.2507
CC12C3C1C1=CCC2C31,0.1607
c1cnc(cn1)CCO,0.1954
C1C2NC2C2OC=NC12,0.2655
CC(NCC#N)C1CN1,0.2695
OC1C(CC#N)CC1=O,0.2205
CC(O)(COC=O)C#N,0.2848
CCC#CCC(C)CC,0.2963
CCC12C3OC1C=CC23,0.2242
CCOC1CC1OC,0.3195
c1nc(=O)nc(o1)C=O,0.1585
OCC1=CC2C3CC1C23,0.2351
CC12CC3CC(CC13)O2,0.322
CC1COC(C)C(=O)O1,0.2606
CC1CC(CO)(C1)C=O,0.2219
C#Cc1coc(n1)C#N,0.1887
CC(=O)C1OCC(=N)O1,0.2187
C1OCC11CCC2NC12,0.3112
CCOC1=NCCN1C,0.2664
CC1(CC(=O)O1)C1CO1,0.2819
OC1CN2C(CC12)C=O,0.2034
CC1NC11CC2NC12C,0.2921
NC(C#N)C1(CO)CC1,0.2757
N=C1OC2C3CC1C2O3,0.2763
OC1CN2C1COC2=N,0.2719
NC1=CC(=O)N2CC12,0.2055
Cc1nc(on1)CC#N,0.2593
C1C2CCOC3CCC123,0.319
CCOC1COC1=N,0.2699
OC1(C#N)C2CC1C2,0.3058
O=CC1CC1N1CC1,0.2248
CC1=NC=C(O1)C1CO1,0.2259
C1CC=CCN=COC1,0.2409
C1CC=CC=CC1,0.1902
OCCC1(CO)CCO1,0.3159
CC(O)C1(CO)CC1O,0.3114
CC(C)C#CCO,0.277
CC1=CCC2OCOC12,0.2626
CN1C2CC3(CO3)C12C,0.3146
OC1C2C3C4C(N23)C14O,0.2904
CCC1(COC1)OCC,0.3204
