smiles,u0_atom
[H]N([H])N=C(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.249836407
[H][C]([N]N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],0.275319805
[H]C([H])([H])C([H])([H])C([H])([H])N1C([H])([H])C1([H])[H],-0.296172323
[H]C([H])=C([H])C([H])([H])N1C([H])([H])C1([H])[H],0.359217613
[H]C#CC([H])([H])N1C([H])([H])C1([H])[H],1.064991099
[H]C([H])([H])C([H])(N1C([H])([H])C1([H])[H])C([H])([H])[H],-0.306581035
[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-0.974443479
[H]C([H])=C([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.34888886
[H]C#CC(N([H])[H])(C([H])([H])[H])C([H])([H])[H],0.350782967
[H]C1C([H])=C([H])C([H])([H])C([H])([H])C=1[H],0.249567216
[H]C([H])([H])N(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.937968122
[H]C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])N([H])[H],-0.343729369
[H]C#CC([H])(C([H])([H])[H])C([H])([H])N([H])[H],0.350782967
[H]N([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.001003641
[H]C([H])=C([H])C([H])(N([H])[H])C([H])([H])C([H])([H])[H],-0.346152086
[H]C#CC([H])(N([H])[H])C([H])([H])C([H])([H])[H],0.357333277
[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-0.942454636
[H]C([H])=C(C#N)C#N,2.610236182
[H]N=C([H])N([H])C([H])([H])C([H])=C([H])[H],0.820341502
[H]C1=C([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-0.391824797
[H]C(=C(C#N)C([H])([H])[H])N([H])[H],1.338085194
[H]N([H])C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.430229355
[H]N=C([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.153241765
[H]C([H])([H])C([H])(C#N)C#N,1.9689339
[H]N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])N([H])[H],-0.411071941
[H]N([H])C([H])([H])C([H])(N([H])[H])C([H])([H])C([H])([H])[H],-0.416769814
[H]N=C([H])N([H])C([H])([H])C([H])([H])C([H])([H])[H],0.16158668
[H][C]([H])[N][N]C([H])=C([H])[C]([H])[H],1.521404148
[H][C]([H])[N]N([H])C([H])([H])C([H])=C([H])[H],0.95314231
[H]C([H])=C([H])C1([H])C([H])([H])C1([H])C([H])([H])[H],-0.263600233
[H][C]([H])[N][N][C](C([H])([H])[H])C([H])([H])[H],0.86843693
[H][C]([H])[N]N([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.290349626
[H][C]([N]N([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0.283530125
[H][C]([H])[N][N][C]([H])C([H])([H])C([H])([H])[H],0.887773804
[H]N=C(N([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0.157683413
[H][C]([H])[N]N([H])C([H])([H])C([H])([H])C([H])([H])[H],0.296989667
[H]C([H])([H])C([H])([H])N1C([H])([H])C1([H])C([H])([H])[H],-0.310170246
[H]C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C1([H])[H],-0.296262053
[H]N(C([H])([H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],-0.321027609
[H]N([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],-0.343190987
[H]C#CC1([H])C([H])([H])C1([H])C([H])([H])[H],0.420682852
[H]N([H])C([H])(C([H])([H])[H])C1([H])N([H])C1([H])[H],0.25580347
[H]C([H])=C(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])[H],-0.356829989
[H]C([H])=C([H])C([H])([H])C([H])(N([H])[H])C([H])([H])[H],-0.351625633
[H]C#CC([H])([H])C([H])(N([H])[H])C([H])([H])[H],0.352308382
[H]C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],-0.942409771
[H]N(C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.98126298
[H]C([H])=C([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H],-0.323943843
[H]C#CC([H])([H])N([H])C([H])([H])C([H])([H])[H],0.38268208
[H]N([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H],-0.392138853
[H]N([H])C([H])([H])C([H])([H])C([H])(N([H])[H])C([H])([H])[H],-0.42049362
[H]C([H])=C1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-0.36845006
[H]C1([H])C([H])([H])C2([H])C([H])([H])C1([H])C2([H])[H],-0.317752454
[H]C(C#N)=C(N([H])[H])C([H])([H])[H],1.313499099
[H]N([H])C([H])(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])[H],-0.428748806
[H]N=C([H])N(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.189582526
[H]N=C(N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],0.135161114
[H]N(C([H])([H])C#N)C([H])([H])C([H])([H])[H],0.784269931
[H][C]([N]C([H])([H])C([H])([H])[H])N([H])C([H])([H])[H],0.183211677
[H][C]([H])[N]N(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.348808901
[H][C]([N]N1C([H])([H])C1([H])[H])C([H])([H])[H],0.96449319
[H]N=C(N1C([H])([H])C1([H])[H])C([H])([H])[H],0.873775881
[H][C]([N][N][C]([H])C([H])([H])[H])C([H])([H])[H],0.854528737
[H]C([H])=C1C([H])=C([H])C([H])=C1[H],0.868257469
[H][C]([N]N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.326107141
[H]C#CC(=NN([H])[H])C([H])([H])[H],1.602610048
[H][C]([N]N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],0.273076548
[H]C([H])([H])N1C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-0.303081554
[H]C([H])=C([H])C1([H])N(C([H])([H])[H])C1([H])[H],0.357198682
[H]C#CC1([H])N(C([H])([H])[H])C1([H])[H],1.054806713
[H]N([H])C([H])([H])C1([H])N(C([H])([H])[H])C1([H])[H],0.278953881
[H]C([H])([H])N1C([H])([H])C1([H])C#N,1.466489219
[H]C1C([H])=C([H])N(C=1[H])C([H])([H])[H],0.742231296
[H]C([H])=C1C([H])([H])C([H])=C([H])C1([H])[H],0.265225149
[H]C([H])([H])N1C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-0.38958154
[H]C1=C([H])C([H])([H])N(C([H])([H])[H])C1([H])[H],0.262712701
[H]C1=NN(C([H])=C1[H])C([H])([H])[H],1.326285663
[H]C1=NN(C([H])([H])[H])C([H])([H])C1([H])[H],0.8409346
[H]N([H])C1([H])C([H])([H])N(C([H])([H])[H])C1([H])[H],0.284606889
[H]C1=NC([H])([H])C([H])([H])N1C([H])([H])[H],0.768028751
[H]N(C([H])([H])[H])C1([H])C([H])([H])C1([H])C([H])([H])[H],-0.317842184
[H]N([H])C1([H])C([H])([H])C1([H])N([H])C([H])([H])[H],0.265718666
[H]N(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],-0.291147427
[H]C([H])=C1C([H])=C([H])C([H])([H])C1([H])[H],0.242119603
[H]N(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],-0.312323772
[H]N1C([H])([H])C([H])(N([H])C([H])([H])[H])C1([H])[H],0.322652526
[H]N(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],-0.309497269
[H]C([H])([H])N(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],-0.291057697
[H]N(C([H])([H])[H])C([H])([H])C1([H])N([H])C1([H])[H],0.28671555
[H]C([H])=C([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H],-0.293256089
[H]C#CC([H])([H])N(C([H])([H])[H])C([H])([H])[H],0.412696858
[H]N(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.971886166
[H]C([H])=C([H])C([H])(N([H])C([H])([H])[H])C([H])([H])[H],-0.320130306
[H]C#CC([H])(N([H])C([H])([H])[H])C([H])([H])[H],0.38573291
[H]C1=C(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],-0.389940461
[H]C(=C([H])C([H])([H])N([H])C([H])([H])[H])C([H])([H])[H],-0.330763344
[H]N(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.968700741
[H]C([H])=C(C([H])([H])[H])C([H])([H])N([H])C([H])([H])[H],-0.330628749
[H]N(C([H])([H])[H])C([H])([H])C#CC([H])([H])[H],0.360294377
[H]C([H])=C([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H],-0.316675691
[H]C#CC([H])([H])C([H])([H])N([H])C([H])([H])[H],0.380393958
[H]N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H],-0.386126924
[H]N=C([H])N(C([H])=C([H])[H])C([H])([H])[H],0.8164831
[H]N([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H],-0.357817022
[H]N=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.189717122
[H]C1C([H])=C(C([H])([H])[H])C([H])([H])C=1[H],0.23126224
[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C#N,0.821732321
[H]N([H])C([H])([H])C([H])(N([H])C([H])([H])[H])C([H])([H])[H],-0.389222619
[H]N(C([H])([H])[H])C([H])(C#N)C([H])([H])[H],0.793332689
[H]N(C([H])([H])[H])C([H])([H])C([H])(N([H])[H])C([H])([H])[H],-0.38958154
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C#N,0.784628852
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H],-0.354900788
[H]N(C(=NC([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.187429
[H]C(=NC([H])([H])[H])N1C([H])([H])C1([H])[H],0.916532358
[H][C]([N]C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H],0.218969192
[H]C1C(=C([H])C([H])([H])C=1[H])C([H])([H])[H],0.229153578
[H]N=C(C([H])=C([H])[H])N([H])C([H])([H])[H],0.801228953
[H]C#CC(=N[H])N([H])C([H])([H])[H],1.519071161
[H][C]([H])[N]N1C([H])([H])C([H])([H])C1([H])[H],0.986163052
[H][C]([H])[N]N([H])C1([H])C([H])([H])C1([H])[H],0.978670574
[H]C#C[C]([H])[N][N][C]([H])[H],2.254904289
[H]C#CC([H])([H])N([H])[N][C]([H])[H],1.661876895
[H]N(N=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.267513271
[H][C]([H])C([H])=C([H])[N]N([H])C([H])([H])[H],0.911821518
[H]C#C[C]([H])[N]N([H])C([H])([H])[H],1.647385456
[H]C1C([H])=C([H])C([H])(C=1[H])C([H])([H])[H],0.247413689
[H]C([H])=C([H])C1([H])C([H])([H])C1([H])N([H])[H],0.309282715
[H]C#CC1([H])C([H])([H])C1([H])N([H])[H],0.995046349
[H]N([H])C1([H])C([H])([H])C([H])([H])C1([H])N([H])[H],0.272268976
[H]N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-0.432652073
[H]C1C([H])=C([H])C([H])(C=1[H])N([H])[H],0.84425462
[H]C1=C([H])C([H])([H])C([H])(N([H])[H])C1([H])[H],0.20201017
[H]C1=C([H])C([H])(N([H])[H])C([H])([H])C1([H])[H],0.204477752
[H][N][C]1N([H])C([H])([H])C([H])([H])C1([H])[H],0.700192662
[H][N][C]1N([H])C([H])=C([H])C1([H])[H],1.334810039
[H]C1=C([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-0.375269561
[H]C1C([H])=C(N([H])[H])N([H])C=1[H],1.295014662
[H]N1C([H])([H])C([H])([H])C([H])(N([H])[H])C1([H])[H],0.170200787
[H]N([H])C1([H])C([H])([H])C([H])(N([H])[H])C1([H])[H],0.250643979
[H]C1C(=C([H])N([H])C=1[H])N([H])[H],1.301340646
[H][N]C1=C([H])[C]([H])C([H])([H])N1[H],1.338892767
[H]N([H])C([H])([H])C1([H])C([H])([H])C1([H])N([H])[H],0.244632051
[H]N([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],-0.333365522
[H]C1([H])C([H])([H])C([H])(C#N)C1([H])[H],0.833531852
[H]N([H])C([H])([H])C1([H])N([H])C([H])([H])C1([H])[H],0.254008865
[H]N1C([H])([H])C([H])([H])C1([H])C#N,1.438762564
[H]C1=C([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],-0.373968472
[H]N([H])C([H])([H])C1([H])C([H])([H])N([H])C1([H])[H],0.281780385
[H]N1C([H])([H])C([H])(C#N)C1([H])[H],1.450876151
[H]N([H])C([H])([H])C1(N([H])[H])C([H])([H])C1([H])[H],0.232339003
[H]N([H])C([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],-0.336461217
[H]C([H])(C#N)C1([H])C([H])([H])C1([H])[H],0.839678376
[H]N([H])C([H])([H])C([H])([H])C1([H])N([H])C1([H])[H],0.258405648
[H]N1C([H])([H])C1([H])C([H])([H])C#N,1.437371745
[H]C([H])=C([H])C([H])(C([H])=C([H])[H])N([H])[H],0.301341585
[H]C#CC([H])(C([H])=C([H])[H])N([H])[H],1.020395152
[H]C#CC([H])(C#C[H])N([H])[H],1.734199498
[H]C([H])=C([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],-0.250140691
[H]C1([H])C([H])([H])C2([H])C([H])([H])C2([H])C1([H])[H],-0.33910826
[H]C([H])=C([H])C([H])=C([H])C([H])([H])N([H])[H],0.270608966
[H]C#CC([H])=C([H])C([H])([H])N([H])[H],0.988899825
[H]C([H])=C([H])C(=C([H])[H])C([H])([H])N([H])[H],0.280883082
[H]C#CC(=C([H])[H])C([H])([H])N([H])[H],0.994283642
[H]C([H])=C([H])C#CC([H])([H])N([H])[H],0.978132192
[H]C#CC#CC([H])([H])N([H])[H],1.724418898
[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],-0.344985593
[H]C#CC([H])([H])C([H])([H])C([H])([H])N([H])[H],0.352891629
[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],-0.414706017
[H]C(C#N)=C([H])C#N,2.590540387
[H]C#CC1([H])C([H])([H])C([H])([H])C1([H])[H],0.430956969
N#CC#CC#N,3.408835639
[H]C([H])(C#N)C([H])([H])C#N,1.941566166
[H]C(=C([H])C([H])([H])N([H])[H])C([H])([H])N([H])[H],0.223590301
[H]C([H])=C(C([H])([H])N([H])[H])C([H])([H])N([H])[H],0.227314108
[H]N([H])C([H])([H])C#CC([H])([H])N([H])[H],0.928062698
[H]N([H])C([H])([H])C([H])([H])N1C([H])([H])C1([H])[H],0.286895011
[H]C([H])(C#N)N1C([H])([H])C1([H])[H],1.474116293
[H]C([H])=C([H])C([H])(N([H])[H])C([H])([H])N([H])[H],0.234806586
[H]C#CC([H])(N([H])[H])C([H])([H])N([H])[H],0.937215186
[H][N][C]([H])N1C([H])([H])C([H])([H])C1([H])[H],0.840620544
[H]C([H])=C([H])C([H])([H])C1([H])C([H])([H])C1([H])[H],-0.265753759
[H]N=C([H])N([H])C1([H])C([H])([H])C1([H])[H],0.813297675
[H]N=C(N([H])[H])C1([H])C([H])([H])C1([H])[H],0.785301829
[H]C#CC([H])([H])N([H])C([H])=N[H],1.510277594
[H]C#CC([H])([H])C(=N[H])N([H])[H],1.481788231
[H]C1C([H])=C([H])N(C=1[H])N([H])[H],1.407760754
[H][C]([N]N([H])[H])C1([H])C([H])([H])C1([H])[H],0.93672167
[H][C]([N]N([H])[H])C([H])([H])C([H])=C([H])[H],0.923486454
[H]C#CC([H])([H])[C]([H])[N]N([H])[H],1.620197182
[H]C1=C([H])C2([H])OC1([H])C2([H])[H],1.336873835
[H]C#CC([H])([H])C1([H])C([H])([H])C1([H])[H],0.439481345
[H]C1OC2([H])C([H])([H])C2([H])C=1[H],1.212193617
[H]C1([H])OC1([H])C1([H])C([H])([H])C1([H])[H],0.665781101
[H]C1([H])C([H])([H])C2([H])OC1([H])C2([H])[H],0.604270997
[H]C1([H])OC2([H])C([H])([H])C2([H])C1([H])[H],0.587805491
[H]C1([H])C([H])([H])C2([H])OC2([H])C1([H])[H],0.563398856
[H]C1=C([H])C2([H])OC2([H])C1([H])[H],1.218519601
[H]C1=C([H])C([H])([H])C([H])([H])OC1([H])[H],0.541056018
[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])C1([H])[H],-0.103162499
[H]C1OC([H])=C([H])C([H])([H])C=1[H],1.145748348
[H]C1OC([H])([H])C([H])([H])C([H])([H])C=1[H],0.516514787
[H]C(=C([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[H],-0.272842451
[H]C1([H])OC([H])([H])C([H])([H])OC1([H])[H],0.831468056
[H]C1OC([H])([H])C([H])([H])OC=1[H],1.445447469
[H]C1([H])OC([H])([H])C([H])([H])C([H])([H])O1,0.806074388
[H]C1([H])OC1([H])C1([H])OC1([H])[H],1.58551643
[H]C1([H])OC2([H])C([H])([H])C1([H])C2([H])[H],0.629350609
[H]C1([H])OC2([H])C([H])([H])C2([H])O1,1.517500881
[H]C1([H])OC([H])([H])C2([H])C([H])([H])C12[H],0.581748698
[H]C1([H])OC([H])([H])C2([H])OC12[H],1.494305605
[H]C1OC([H])([H])C([H])=C([H])C=1[H],1.161675472
[H]C1OC([H])([H])OC([H])([H])C=1[H],1.436339846
[H]C([H])=C(C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],-0.274592191
[H]OC([H])([H])C1([H])C([H])([H])C1([H])C([H])([H])[H],-0.029404212
[H]OC1(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],-0.026443113
[H]C(=O)C1([H])C([H])([H])C1([H])C([H])([H])[H],0.566270225
[H]OC1([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],-0.037793993
[H]OC1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-0.018322523
[H]OC1([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],-0.004459195
[H]C([H])([H])C1([H])C(=O)C([H])([H])C1([H])[H],0.52064238
[H]C1OC(=C([H])C=1[H])C([H])([H])[H],1.064542448
[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])C1([H])[H],-0.101996005
[H]C([H])=C1OC([H])([H])C([H])([H])C1([H])[H],0.524276456
[H]C([H])([H])C#CC1([H])C([H])([H])C1([H])[H],0.398788665
[H]C([H])=C1OC([H])=C([H])C1([H])[H],1.151805141
[H]C1=C(OC([H])([H])C1([H])[H])C([H])([H])[H],0.51409207
[H]C([H])([H])C1(OC([H])([H])C1([H])[H])C([H])([H])[H],-0.036358309
[H]C1OC([H])(C([H])([H])[H])C([H])([H])C=1[H],0.524590512
[H]C([H])([H])C1([H])OC([H])(C([H])([H])[H])C1([H])[H],-0.038063184
[H]C1OC([H])=C(C=1[H])C([H])([H])[H],1.076162519
[H]C([H])([H])C1([H])C([H])([H])OC([H])([H])C1([H])[H],-0.090914316
[H]C([H])=C1C([H])([H])OC([H])([H])C1([H])[H],0.556399895
[H]C1=C(C([H])([H])[H])C([H])([H])OC1([H])[H],0.535806796
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])OC1([H])[H],-0.013163032
[H]C#CC(C#C[H])=C([H])[H],1.763810489
[H]C([H])([H])C1([H])C([H])([H])C(=O)C1([H])[H],0.524680242
[H]OC1([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-0.028282584
[H]C([H])([H])C1([H])OC(=O)C1([H])[H],1.324760248
[H]C([H])([H])C1([H])OC([H])([H])C1([H])C([H])([H])[H],-0.02397553
[H]OC1([H])C([H])(O[H])C1([H])C([H])([H])[H],0.906931218
[H]C([H])([H])C1([H])C(=O)OC1([H])[H],1.338623576
[H]C([H])=C1C([H])=C([H])OC1([H])[H],1.152657579
[H]C1OC([H])([H])C([H])([H])C=1C([H])([H])[H],0.52562241
[H]OC([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],-0.024513912
[H]C1OC([H])([H])C([H])(C=1[H])C([H])([H])[H],0.534954359
[H]C([H])=C([H])C([H])=C([H])C([H])=C([H])[H],0.314442206
[H]C1([H])OC([H])([H])C([H])(O1)C([H])([H])[H],0.812893889
[H]C([H])=C1OC([H])([H])OC1([H])[H],1.448498299
[H]C1OC([H])([H])OC=1C([H])([H])[H],1.449216141
[H]OC([H])([H])C1(OC1([H])[H])C([H])([H])[H],0.882793774
[H]C([H])([H])C1([H])OC1(C([H])([H])[H])C([H])([H])[H],-0.035730197
[H]C([H])=C([H])C1([H])OC1([H])C([H])([H])[H],0.642361499
[H]C#CC1([H])OC1([H])C([H])([H])[H],1.339296553
[H]OC([H])([H])C1([H])OC1([H])C([H])([H])[H],0.871801815
[H]C(=O)C1([H])OC1([H])C([H])([H])[H],1.477615773
[H]OC1([H])C([H])([H])OC1([H])C([H])([H])[H],0.867763953
[H]C#CC([H])=C([H])C([H])=C([H])[H],1.026003294
[H]OC1([H])C([H])([H])C1(O[H])C([H])([H])[H],0.859912553
[H]C1([H])OC([H])(C1=O)C([H])([H])[H],1.438403643
[H]C([H])=C1OC([H])([H])C([H])=C1[H],1.143594821
[H]OC1(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H],-0.037345342
[H]C1=C([H])C([H])(OC1([H])[H])C([H])([H])[H],0.541011152
[H]C([H])([H])C1([H])OC([H])([H])C([H])([H])O1,0.804593838
[H]C1OC([H])(OC=1[H])C([H])([H])[H],1.449440467
[H]OC1(C([H])([H])[H])C([H])([H])OC1([H])[H],0.877858609
[H]OC1([H])C([H])([H])C1([H])C([H])([H])C([H])([H])[H],-0.006837048
[H]C([H])([H])C([H])([H])C1([H])OC([H])([H])C1([H])[H],-0.017694411
[H]C([H])=C([H])C(=C([H])[H])C([H])=C([H])[H],0.354147853
[H]C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H],-1.030210846
[H]C([H])=C([H])C1([H])OC([H])([H])C1([H])[H],0.642316634
[H]C#CC1([H])OC([H])([H])C1([H])[H],1.350333377
[H]C([H])([H])C([H])([H])C1(OC1([H])[H])C([H])([H])[H],-0.019489017
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])OC1([H])[H],-0.00284405
[H]C([H])=C([H])C1([H])C([H])([H])OC1([H])[H],0.661025397
[H]C#CC1([H])C([H])([H])OC1([H])[H],1.348807962
[H]C([H])([H])C([H])([H])C1([H])OC1([H])C([H])([H])[H],-0.022584711
[H]OC1(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],-0.033980456
[H]C([H])([H])C([H])([H])C([H])([H])C1([H])OC1([H])[H],-0.002619725
[H]C([H])=C([H])C([H])([H])C1([H])OC1([H])[H],0.649764247
[H]C#CC(=C([H])[H])C([H])=C([H])[H],1.04237907
[H]C#CC([H])([H])C1([H])OC1([H])[H],1.355806924
[H]C(=C([H])C1([H])OC1([H])[H])C([H])([H])[H],0.65075128
[H]C([H])=C(C([H])([H])[H])C1([H])OC1([H])[H],0.644829082
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])OC1([H])[H],-0.006208936
[H]C([H])([H])C#CC1([H])OC1([H])[H],1.327541887
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-0.67878222
[H]C(=O)C([H])=C([H])C([H])=C([H])[H],1.15624679
[H]C(=O)C(=C([H])[H])C([H])=C([H])[H],1.187203735
[H]C(=O)C#CC([H])=C([H])[H],1.884542575
[H]C(=O)C([H])([H])C([H])([H])C([H])=C([H])[H],0.555771783
[H]C([H])=C([H])C#CC([H])=C([H])[H],1.026272485
[H]OC([H])([H])C([H])([H])C([H])=C([H])C([H])([H])[H],-0.049593524
[H]OC([H])([H])C(=C([H])C([H])([H])[H])C([H])([H])[H],-0.049414064
[H]C(=O)C(=C([H])C([H])([H])[H])C([H])([H])[H],0.510323398
[H]OC([H])(C([H])=C([H])C([H])([H])[H])C([H])([H])[H],-0.051163804
[H]C(C(=O)C([H])([H])[H])=C([H])C([H])([H])[H],0.499376304
[H]C(=O)C([H])([H])C([H])=C([H])C([H])([H])[H],0.545721992
[H]OC([H])([H])C([H])([H])C(=C([H])[H])C([H])([H])[H],-0.047888649
[H]C([H])=C(C(=O)C([H])([H])[H])C([H])([H])[H],0.505029312
[H]C(=O)C([H])([H])C(=C([H])[H])C([H])([H])[H],0.545991183
[H]C(=O)C([H])(C([H])=C([H])[H])C([H])([H])[H],0.561604251
[H]C#CC#CC([H])=C([H])[H],1.774847313
[H]OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.678916815
[H]OC([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],-0.04990758
[H]C(=O)C([H])=C(C([H])([H])[H])C([H])([H])[H],0.515796945
[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.685781181
[H]C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.099752749
[H]OC([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.690357425
[H]C([H])([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],-0.122095587
[H]C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.094234337
[H]OC([H])([H])C([H])([H])C#CC([H])([H])[H],0.638323637
[H]OC([H])(C#CC([H])([H])[H])C([H])([H])[H],0.637157143
[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])=C([H])[H],-0.275265168
[H]C([H])([H])C#CC(=O)C([H])([H])[H],1.20663034
[H]C(=O)C([H])([H])C#CC([H])([H])[H],1.233145636
[H]OC([H])([H])C([H])=C([H])C([H])([H])C([H])([H])[H],-0.041472934
[H]C(=O)C([H])=C([H])C([H])([H])C([H])([H])[H],0.526160792
[H]OC([H])([H])C(=C([H])[H])C([H])([H])C([H])([H])[H],-0.038601565
[H]C(=O)C(=C([H])[H])C([H])([H])C([H])([H])[H],0.529839733
[H]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-0.678378433
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-0.700227756
[H]C(=O)C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-0.093022978
[H]OC([H])([H])C#CC([H])([H])C([H])([H])[H],0.658064297
[H]C#CC([H])([H])C([H])([H])C([H])=C([H])[H],0.422432593
[H]C(=O)C#CC([H])([H])C([H])([H])[H],1.241984069
[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-0.692017435
[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H],-0.127389674
[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-0.094682988
[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-0.640332796
[H]C(OC([H])([H])[H])=C([H])C([H])([H])C([H])([H])[H],-0.017694411
[H]C([H])=C(OC([H])([H])[H])C([H])([H])C([H])([H])[H],-0.027071225
[H]C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],-0.646120399
[H]OC(=O)C([H])=C([H])C([H])([H])[H],1.330951637
[H]OC(=O)C(=C([H])[H])C([H])([H])[H],1.334271657
[H]C#CC([H])=C([H])C#C[H],1.747434713
[H]OC(=O)C([H])(C([H])([H])[H])C([H])([H])[H],0.696962372
[H]OC(=O)C#CC([H])([H])[H],2.028873724
